縣市	行政區	村里	圖號坐標	型式
澎湖縣	馬公市	五德里	Y4275AD68	水泥桿
澎湖縣	馬公市	五德里	Y4275AD62	水泥桿
澎湖縣	馬公市	五德里	Y4276AB67	水泥桿
澎湖縣	馬公市	五德里	Y4276AA68	水泥桿
澎湖縣	馬公市	五德里	Y4276AA60	水泥桿
澎湖縣	馬公市	五德里	Y4275AE66	水泥桿
澎湖縣	馬公市	山水里	Y4278GA9400	水泥併桿
澎湖縣	馬公市	五德里	Y4278DB72	水泥桿
澎湖縣	馬公市	五德里	Y4278DB56	水泥桿
澎湖縣	馬公市	五德里	Y4278DC40	水泥桿
澎湖縣	馬公市	五德里	Y4278DC35	水泥桿
澎湖縣	馬公市	五德里	Y4278DC08	水泥桿
澎湖縣	馬公市	五德里	Y4278CD62	木桿
澎湖縣	馬公市	五德里	Y4278CD24	水泥桿
澎湖縣	馬公市	五德里	Y4278BD73	水泥桿
澎湖縣	馬公市	山水里	Y4278GA45	水泥桿
澎湖縣	馬公市	山水里	Y4278GA05	水泥桿
澎湖縣	馬公市	山水里	Y4278FA76	水泥桿
澎湖縣	馬公市	山水里	Y4278FA36	水泥桿
澎湖縣	馬公市	山水里	Y4278FA06	水泥桿
澎湖縣	馬公市	山水里	Y4278EA66	水泥桿
澎湖縣	馬公市	山水里	Y4278EA38	水泥桿
澎湖縣	馬公市	五德里	Y4278EB00	水泥桿
澎湖縣	馬公市	西衛里	Y4289CA19	水泥桿
澎湖縣	馬公市	西衛里	Y4289CA59	水泥桿
澎湖縣	馬公市	西衛里	Y4289CA99	水泥桿
澎湖縣	馬公市	西衛里	Y4289DA29	水泥桿
澎湖縣	馬公市	西衛里	Y4289DA69	水泥桿
澎湖縣	馬公市	重光里	Y4189HB2294	水泥桿
澎湖縣	馬公市	西衛里	Y4289BA79	水泥桿
澎湖縣	湖西鄉	西溪村	Y4988AE72	水泥併桿
澎湖縣	湖西鄉	西溪村	Y4888HE84	水泥桿
澎湖縣	湖西鄉	西溪村	Y4888GE54	水泥桿
澎湖縣	湖西鄉	西溪村	Y4988AE23	水泥桿
澎湖縣	湖西鄉	西溪村	Y4988AD75	水泥併桿
澎湖縣	湖西鄉	西溪村	Y4988BD82	水泥桿
澎湖縣	湖西鄉	西溪村	Y4988CC98	水泥桿
澎湖縣	湖西鄉	太武村	Y4987BE16	水泥桿
澎湖縣	西嶼鄉	內垵村	Y3386BD21	水泥桿
澎湖縣	西嶼鄉	內垵村	Y3386BD24	木桿
澎湖縣	西嶼鄉	內垵村	Y3386BE37	木桿
澎湖縣	西嶼鄉	內垵村	Y3387BA33	木桿
澎湖縣	西嶼鄉	內垵村	Y3387AA84	水泥併桿
澎湖縣	湖西鄉	北寮村	Y5391AC56	水泥桿
澎湖縣	湖西鄉	南寮村	Y5290HE89	水泥桿
澎湖縣	湖西鄉	南寮村	Y5390AE97	水泥桿
澎湖縣	湖西鄉	南寮村	Y5390BE26	水泥桿
澎湖縣	湖西鄉	南寮村	Y5390BE53	水泥併桿
澎湖縣	湖西鄉	南寮村	Y5390BE80	水泥桿
澎湖縣	湖西鄉	南寮村	Y5390CD06	木併桿
澎湖縣	湖西鄉	南寮村	Y5390CD14	水泥桿
澎湖縣	湖西鄉	南寮村	Y5390CD32	水泥併桿
澎湖縣	白沙鄉	後寮村	X4007BE92	水泥桿
澎湖縣	白沙鄉	後寮村	X4007BE77	木桿
澎湖縣	白沙鄉	後寮村	X4008BA42	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4205GB03	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4205FB34	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4205EB74	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206ED86	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206ED58	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206FD05	木桿
澎湖縣	白沙鄉	瓦硐村	X4206HC83	水泥桿
澎湖縣	白沙鄉	小赤村	X4306AC22	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206FD70	木桿
澎湖縣	白沙鄉	瓦硐村	X4206GC27	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206GC25	木併桿
澎湖縣	白沙鄉	瓦硐村	X4206HC36	水泥桿
澎湖縣	白沙鄉	瓦硐村	X4206DE64	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192EB54	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192FE42	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192FE24	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192EB68	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192EC82	水泥併桿
澎湖縣	湖西鄉	白坑村	Y5192EC97	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192ED91	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192FD04	水泥併桿
澎湖縣	湖西鄉	白坑村	Y5192FD17	水泥桿
澎湖縣	湖西鄉	白坑村	Y5192FD39	水泥併桿
澎湖縣	馬公市	石泉里	Y4384DB83	水泥桿
澎湖縣	馬公市	菜園里	Y4484BD68	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208GE62	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208GD46	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208GD32	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208GC28	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208FE44	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209FB76	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209FB47	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209FB18	水泥併桿
澎湖縣	白沙鄉	赤崁村	X4209EB99	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209EC70	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209EC41	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209EC22	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209EC03	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209DC84	水泥併桿
澎湖縣	白沙鄉	赤崁村	X4209DC66	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208FE57	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209DC47	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209DC29	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209DD01	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209CD94	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209DD17	水泥桿
澎湖縣	白沙鄉	赤崁村	X4208FE59	木桿
澎湖縣	白沙鄉	赤崁村	X4209FA62	木桿
澎湖縣	白沙鄉	赤崁村	X4209FA74	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209FA87	木桿
澎湖縣	白沙鄉	赤崁村	X4209FA89	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209GB02	水泥桿
澎湖縣	白沙鄉	赤崁村	X4209GB14	水泥桿
澎湖縣	馬公市	安宅里	Y4589AA76	水泥桿
澎湖縣	馬公市	安宅里	Y4589BA32	水泥桿
澎湖縣	馬公市	安宅里	Y4489CB57	水泥併桿
澎湖縣	馬公市	安宅里	Y4489CB27	水泥桿
澎湖縣	馬公市	安宅里	Y4489CB08	水泥桿
澎湖縣	馬公市	安宅里	Y4489BB78	水泥併桿
澎湖縣	馬公市	安宅里	Y4489BB54	水泥桿
澎湖縣	馬公市	安宅里	Y4489BB41	水泥併桿
澎湖縣	馬公市	安宅里	Y4489BB70	水泥併桿
澎湖縣	馬公市	安宅里	Y4489BA99	水泥桿
澎湖縣	馬公市	安宅里	Y4489CA37	水泥桿
澎湖縣	馬公市	安宅里	Y4489FB43	水泥桿
澎湖縣	馬公市	安宅里	Y4489EB92	木桿
澎湖縣	馬公市	安宅里	Y4489EB54	水泥桿
澎湖縣	馬公市	安宅里	Y4489EB25	水泥桿
澎湖縣	馬公市	安宅里	Y4489DB77	水泥桿
澎湖縣	馬公市	安宅里	Y4489DB57	水泥桿
澎湖縣	馬公市	安宅里	Y4489DB25	水泥併桿
澎湖縣	馬公市	安宅里	Y4489DB06	木桿
澎湖縣	湖西鄉	尖山村	Y5286DD09	水泥桿
澎湖縣	湖西鄉	成功村	Y4789AC72	水泥桿
澎湖縣	湖西鄉	成功村	Y4789AC14	木桿
澎湖縣	湖西鄉	成功村	Y4689HC85	木桿
澎湖縣	湖西鄉	成功村	Y4689HC07	水泥桿
澎湖縣	湖西鄉	成功村	Y4789GA69	水泥桿
澎湖縣	湖西鄉	成功村	Y4789GB77	水泥桿
澎湖縣	湖西鄉	成功村	Y4789GC85	水泥桿
澎湖縣	湖西鄉	城北村	Y4687AE57	水泥桿
澎湖縣	湖西鄉	成功村	Y4688CC09	水泥桿
澎湖縣	湖西鄉	成功村	Y4688CD12	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BD74	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BD36	水泥桿
澎湖縣	湖西鄉	成功村	Y4688AD98	水泥桿
澎湖縣	湖西鄉	成功村	Y4688AE60	水泥桿
澎湖縣	湖西鄉	成功村	Y4688AE22	水泥桿
澎湖縣	湖西鄉	成功村	Y4588HE84	水泥桿
澎湖縣	湖西鄉	城北村	Y4687AE79	水泥桿
澎湖縣	湖西鄉	成功村	Y4688AA83	水泥桿
澎湖縣	湖西鄉	成功村	Y4688AA96	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BB20	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BB45	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BB58	木桿
澎湖縣	湖西鄉	成功村	Y4688BC72	水泥桿
澎湖縣	湖西鄉	成功村	Y4688BC85	木桿
澎湖縣	西嶼鄉	大池村	Y3297GC56	水泥桿
澎湖縣	西嶼鄉	大池村	Y3297GC05	木桿
澎湖縣	西嶼鄉	大池村	Y3297EC09	木併桿
澎湖縣	西嶼鄉	大池村	Y3297EB15	水泥桿
澎湖縣	西嶼鄉	大池村	Y3297CE19	水泥桿
澎湖縣	西嶼鄉	大池村	Y3297AE97	水泥桿
澎湖縣	西嶼鄉	池西村	Y3194HB93	水泥桿
澎湖縣	西嶼鄉	池西村	Y3194HB88	水泥桿
澎湖縣	西嶼鄉	池西村	Y3194HC95	水泥桿
澎湖縣	西嶼鄉	池西村	Y3194HE90	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399FE37	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399HB46	水泥併桿
澎湖縣	西嶼鄉	竹灣村	Y3399HA68	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399HA80	水泥桿
澎湖縣	西嶼鄉	大池村	Y3398HE95	水泥桿
澎湖縣	西嶼鄉	二崁村	Y3498AE11	水泥桿
澎湖縣	西嶼鄉	二崁村	Y3498AD54	水泥桿
澎湖縣	西嶼鄉	二崁村	Y3498AC27	水泥桿
澎湖縣	西嶼鄉	大池村	Y3398HC95	水泥併桿
澎湖縣	西嶼鄉	大池村	Y3398HB07	水泥桿
澎湖縣	西嶼鄉	大池村	Y3398GB35	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399FE61	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399GD03	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399GC46	水泥桿
澎湖縣	西嶼鄉	竹灣村	Y3399HC00	水泥桿
澎湖縣	七美鄉	海豐村	Y2205ED0827	木桿
澎湖縣	七美鄉	西湖村	Y2108FC0989	木桿
澎湖縣	七美鄉	西湖村	Y2208DE8478	木桿
澎湖縣	七美鄉	西湖村	Y2209DA8163	木併桿
澎湖縣	七美鄉	西湖村	Y2208FD0569	木桿
澎湖縣	七美鄉	西湖村	Y2208ED9265	木桿
澎湖縣	七美鄉	西湖村	Y2208EC9827	木桿
澎湖縣	七美鄉	西湖村	Y2208EC9373	木桿
澎湖縣	七美鄉	西湖村	Y2208EC0085	木桿
澎湖縣	七美鄉	西湖村	Y2208FB0563	木桿
澎湖縣	七美鄉	西湖村	Y2208FB0386	木桿
澎湖縣	七美鄉	西湖村	Y2208FD5530	木桿
澎湖縣	七美鄉	西湖村	Y2208FD0470	木桿
澎湖縣	七美鄉	西湖村	Y2208GD4354	水泥桿
澎湖縣	七美鄉	西湖村	Y2208GD7340	木桿
澎湖縣	七美鄉	西湖村	Y2208HD1284	木桿
澎湖縣	七美鄉	西湖村	Y2208HD4112	木桿
澎湖縣	七美鄉	西湖村	Y2208HD5049	木桿
澎湖縣	七美鄉	西湖村	Y2208GD5660	水泥桿
澎湖縣	七美鄉	西湖村	Y2208GD6947	木桿
澎湖縣	白沙鄉	吉貝村	X4525AB3085	木桿
澎湖縣	白沙鄉	吉貝村	X4525AB7310	木桿
澎湖縣	白沙鄉	吉貝村	X4525AB0386	木桿
澎湖縣	白沙鄉	吉貝村	X4525HB6774	木桿
澎湖縣	白沙鄉	吉貝村	X4425HB4970	木桿
澎湖縣	白沙鄉	吉貝村	X4525BA3018	木桿
澎湖縣	白沙鄉	吉貝村	X4525BA0319	木桿
澎湖縣	白沙鄉	吉貝村	X4525AA8564	木桿
澎湖縣	湖西鄉	西溪村	Y4991AE95	水泥桿
澎湖縣	湖西鄉	西溪村	Y4891GD34	水泥桿
澎湖縣	湖西鄉	西溪村	Y4891FE90	水泥桿
澎湖縣	湖西鄉	紅羅村	Y4892EC91	水泥桿
澎湖縣	湖西鄉	紅羅村	Y4892FD02	水泥併桿
澎湖縣	湖西鄉	西溪村	Y4991AE30	木桿
澎湖縣	湖西鄉	西溪村	Y4891HD64	木桿
澎湖縣	湖西鄉	西溪村	Y4891GC88	水泥桿
澎湖縣	馬公市	西衛里	Y4190FB78	水泥桿
澎湖縣	馬公市	西衛里	Y4290AD10	水泥桿
澎湖縣	湖西鄉	成功村	Y4587AC36	水泥併桿
澎湖縣	馬公市	東衛里	Y4487HD83	水泥桿
澎湖縣	馬公市	東衛里	Y4487HD97	水泥桿
澎湖縣	湖西鄉	成功村	Y4587AE30	木桿
澎湖縣	白沙鄉	岐頭村	X4405HC48	水泥桿
澎湖縣	白沙鄉	岐頭村	X4405HC45	木桿
澎湖縣	白沙鄉	岐頭村	X4405HB35	水泥桿
澎湖縣	白沙鄉	岐頭村	X4405HB10	水泥桿
澎湖縣	湖西鄉	沙港村	Y4794AE90	水泥桿
澎湖縣	湖西鄉	沙港村	Y4695HC40	水泥桿
澎湖縣	湖西鄉	沙港村	Y4794AE52	水泥桿
澎湖縣	湖西鄉	沙港村	Y4794AE16	水泥併桿
澎湖縣	湖西鄉	沙港村	Y4695HA90	水泥桿
澎湖縣	湖西鄉	沙港村	Y4695HB63	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795AB26	水泥併桿
澎湖縣	湖西鄉	沙港村	Y4795BB80	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795BB40	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795BB20	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795AB41	水泥併桿
澎湖縣	湖西鄉	沙港村	Y4795AB88	水泥併桿
澎湖縣	湖西鄉	沙港村	Y4795DB21	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795DB56	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795DC60	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795CC91	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795EB05	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795EB53	木桿
澎湖縣	湖西鄉	沙港村	Y4795FA49	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795GA16	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795GA54	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795GA31	水泥桿
澎湖縣	湖西鄉	沙港村	Y4794GE18	水泥併桿
澎湖縣	湖西鄉	沙港村	Y4794FE50	水泥桿
澎湖縣	湖西鄉	沙港村	Y4794ED81	水泥桿
澎湖縣	湖西鄉	沙港村	Y4795GA82	水泥桿
澎湖縣	湖西鄉	沙港村	Y4695HA85	水泥桿
澎湖縣	白沙鄉	赤崁村	X4310GB89	木桿
澎湖縣	白沙鄉	赤崁村	X4310GC99	木桿
澎湖縣	白沙鄉	後寮村	X4309GD98	水泥桿
澎湖縣	白沙鄉	後寮村	X4309GE92	木桿
澎湖縣	白沙鄉	後寮村	X4309GE96	木桿
澎湖縣	白沙鄉	赤崁村	X4310GA90	木桿
澎湖縣	白沙鄉	赤崁村	X4310GA84	木桿
澎湖縣	白沙鄉	赤崁村	X4310GA88	木桿
澎湖縣	白沙鄉	赤崁村	X4310GB81	木桿
澎湖縣	白沙鄉	赤崁村	X4310GB85	水泥桿
澎湖縣	白沙鄉	後寮村	X4309EC31	木桿
澎湖縣	白沙鄉	赤崁村	X4407EE59	木桿
澎湖縣	白沙鄉	赤崁村	X4508AA60	木桿
澎湖縣	白沙鄉	赤崁村	X4507AE99	水泥桿
澎湖縣	白沙鄉	赤崁村	X4507BE38	木桿
澎湖縣	白沙鄉	赤崁村	X4507BE77	水泥桿
澎湖縣	白沙鄉	赤崁村	X4507CE07	水泥桿
澎湖縣	白沙鄉	赤崁村	X4408EA90	木桿
澎湖縣	白沙鄉	赤崁村	X4408FA41	木桿
澎湖縣	白沙鄉	赤崁村	X4408FA82	木桿
澎湖縣	白沙鄉	赤崁村	X4408GA23	水泥桿
澎湖縣	白沙鄉	赤崁村	X4408FA97	水泥桿
澎湖縣	白沙鄉	赤崁村	X4408FB71	水泥桿
澎湖縣	白沙鄉	赤崁村	X4408GA61	水泥桿
澎湖縣	白沙鄉	赤崁村	X4408HA00	水泥桿
澎湖縣	白沙鄉	赤崁村	X4407HE98	水泥桿
澎湖縣	白沙鄉	赤崁村	X4507AE26	木桿
澎湖縣	白沙鄉	赤崁村	X4407FB93	水泥桿
澎湖縣	白沙鄉	赤崁村	X4407FB52	水泥桿
澎湖縣	白沙鄉	赤崁村	X4407FB14	水泥桿
澎湖縣	馬公市	興仁里	Y4581DD88	水泥桿
澎湖縣	馬公市	興仁里	Y4581EE12	水泥桿
澎湖縣	馬公市	興仁里	Y4581BB84	水泥桿
澎湖縣	馬公市	興仁里	Y4581CC61	水泥桿
澎湖縣	馬公市	興仁里	Y4581DC49	水泥桿
澎湖縣	望安鄉	東安村	Y3140GD8665	水泥桿
澎湖縣	望安鄉	西安村	Y3140HD6820	木桿
澎湖縣	望安鄉	東安村	Y3240AD3589	水泥桿
澎湖縣	白沙鄉	後寮村	Y3140CD6192	木桿
澎湖縣	望安鄉	西安村	Y3140CB5368	木桿
澎湖縣	白沙鄉	後寮村	Y3140BB0761	木桿
澎湖縣	望安鄉	東安村	Y3140CB5885	木桿
澎湖縣	白沙鄉	後寮村	Y3140CC6660	木桿
澎湖縣	望安鄉	西安村	Y3140CD6961	木併桿
澎湖縣	湖西鄉	東石村	Y4790BE13	水泥桿
澎湖縣	湖西鄉	東石村	Y4790BD77	水泥桿
澎湖縣	湖西鄉	東石村	Y4790BD53	水泥併桿
澎湖縣	湖西鄉	東石村	Y4790BD40	木桿
澎湖縣	湖西鄉	東石村	Y4790BC48	水泥桿
澎湖縣	湖西鄉	東石村	Y4790CD64	水泥桿
澎湖縣	湖西鄉	沙港村	Y4792BA51	水泥桿
澎湖縣	湖西鄉	東石村	Y4791CE09	水泥桿
澎湖縣	湖西鄉	東石村	Y4791CE57	水泥併桿
澎湖縣	湖西鄉	東石村	Y4791CE93	水泥桿
澎湖縣	湖西鄉	東石村	Y4791DE11	水泥桿
澎湖縣	湖西鄉	東石村	Y4790BB42	水泥併桿
澎湖縣	湖西鄉	東石村	Y4790CB40	木桿
澎湖縣	湖西鄉	東石村	Y4790DA19	水泥桿
澎湖縣	白沙鄉	後寮村	Y3140CA4989	木桿
澎湖縣	望安鄉	西安村	Y3040GB8421	木桿
澎湖縣	望安鄉	西安村	Y3040GB2537	木桿
澎湖縣	望安鄉	西安村	Y3040FB1891	木桿
澎湖縣	望安鄉	西安村	Y3040EC1084	木桿
澎湖縣	望安鄉	西安村	Y3040DC2215	木桿
澎湖縣	白沙鄉	後寮村	Y3140CA4588	木桿
澎湖縣	白沙鄉	後寮村	Y3140CA0735	木桿
澎湖縣	望安鄉	西安村	Y3140AA8977	木桿
