縣市	行政區	村里	圖號坐標	型式
連江縣	北竿鄉	橋仔村	S1165BD6993	木桿
連江縣	北竿鄉	塘岐村	S1165CE1004	木桿
連江縣	北竿鄉	塘岐村	S1165CE2316	木桿
連江縣	北竿鄉	塘岐村	S1165CE2516	木桿
連江縣	北竿鄉	塘岐村	S1165CE3729	木桿
連江縣	北竿鄉	塘岐村	S1166CA4250	木桿
連江縣	北竿鄉	橋仔村	S1064FB6672	水泥桿
連江縣	北竿鄉	塘岐村	S1166CA5579	木桿
連江縣	北竿鄉	塘岐村	S1166CA6796	木桿
連江縣	北竿鄉	塘岐村	S1166CA7889	木桿
連江縣	北竿鄉	橋仔村	S1166DB0127	木桿
連江縣	北竿鄉	橋仔村	S1166DB2593	木桿
連江縣	北竿鄉	橋仔村	S1064HD2416	木桿
連江縣	北竿鄉	橋仔村	S1064FB5914	水泥桿
連江縣	北竿鄉	橋仔村	S1064FC7972	木桿
連江縣	北竿鄉	橋仔村	S1064GD0214	木桿
連江縣	北竿鄉	橋仔村	S1064GD2137	木桿
連江縣	北竿鄉	橋仔村	S1064GD4130	木桿
連江縣	北竿鄉	橋仔村	S1064GC7978	水泥桿
連江縣	北竿鄉	橋仔村	S1064GD9216	水泥桿
連江縣	北竿鄉	橋仔村	S1064GD3612	木桿
連江縣	北竿鄉	橋仔村	S1064GE7133	木桿
連江縣	南竿鄉	復興村	S0547BC0020	木桿
連江縣	南竿鄉	介壽村	S0547BC1453	水泥桿
連江縣	南竿鄉	復興村	S0547BC06	木桿
連江縣	南竿鄉	介壽村	S0546EE9962	H桿
連江縣	南竿鄉	介壽村	S0546FE2773	木桿
連江縣	南竿鄉	介壽村	S0546FE2448	木桿
連江縣	南竿鄉	介壽村	S0546FE3369	H桿
連江縣	南竿鄉	介壽村	S0546FE3818	木桿
連江縣	南竿鄉	復興村	S0547FA3056	木桿
連江縣	南竿鄉	復興村	S0547FA3228	木桿
連江縣	南竿鄉	介壽村	S0445EE0295	水泥桿
連江縣	南竿鄉	介壽村	S0445DE8353	水泥桿
連江縣	南竿鄉	介壽村	S0445DE6451	水泥桿
連江縣	南竿鄉	介壽村	S0445DE3640	水泥桿
連江縣	南竿鄉	介壽村	S0445EE1209	水泥桿
連江縣	南竿鄉	介壽村	S0445DE9444	木桿
連江縣	南竿鄉	介壽村	S0445DE7676	木桿
連江縣	南竿鄉	介壽村	S0445DE3713	水泥桿
連江縣	南竿鄉	介壽村	S0546BE9589	木桿
連江縣	南竿鄉	介壽村	S0445EE1020	木桿
連江縣	南竿鄉	福沃村	S0446FB8768	水泥桿
連江縣	南竿鄉	福沃村	S0446FB7502	木桿
連江縣	南竿鄉	福沃村	S0446FB3104	木桿
連江縣	南竿鄉	福沃村	S0446FB4071	水泥桿
連江縣	南竿鄉	福沃村	S0446GB0526	木桿
連江縣	南竿鄉	介壽村	S0547BC7218	水泥桿
連江縣	南竿鄉	復興村	S0547CA2416	木桿
連江縣	南竿鄉	介壽村	S0445GB7490	水泥桿
連江縣	南竿鄉	介壽村	S0445GB81	水泥桿
連江縣	南竿鄉	介壽村	S0445FE0242	水泥桿
連江縣	南竿鄉	介壽村	S0445FE0289	木桿
連江縣	南竿鄉	介壽村	S0445FD3679	木桿
連江縣	南竿鄉	介壽村	S0445FD0283	木桿
連江縣	南竿鄉	介壽村	S0445EC8976	木桿
連江縣	南竿鄉	介壽村	S0445FD4962	水泥桿
連江縣	南竿鄉	介壽村	S0445FD8714	水泥桿
連江縣	南竿鄉	介壽村	S0445GD2450	水泥桿
連江縣	南竿鄉	介壽村	S0445GD3118	水泥桿
連江縣	南竿鄉	介壽村	S0445GD2275	水泥桿
連江縣	南竿鄉	介壽村	S0445GD3037	木桿
連江縣	南竿鄉	介壽村	S0445GC4791	木桿
連江縣	南竿鄉	介壽村	S0445GC6017	木桿
連江縣	南竿鄉	介壽村	S0445GB6779	木桿
連江縣	南竿鄉	介壽村	S0546BD3525	水泥桿
連江縣	南竿鄉	福沃村	S0446HE4421	木桿
連江縣	南竿鄉	介壽村	S0547DB9691	水泥桿
連江縣	南竿鄉	復興村	S0547EB1030	木桿
連江縣	南竿鄉	復興村	S0547EB2201	木桿
連江縣	南竿鄉	復興村	S0547EB0355	木桿
連江縣	南竿鄉	復興村	S0547EB2725	木桿
連江縣	南竿鄉	介壽村	S0546BD3493	木桿
連江縣	南竿鄉	福沃村	S0446FB4502	水泥桿
連江縣	南竿鄉	福沃村	S0446FB0565	水泥桿
連江縣	南竿鄉	福沃村	S0446EB7656	水泥桿
連江縣	南竿鄉	福沃村	S0446EC5083	水泥桿
連江縣	南竿鄉	福沃村	S0446EC5383	水泥桿
連江縣	南竿鄉	福沃村	S0446EC5586	水泥桿
連江縣	南竿鄉	福沃村	S0446EC7703	木桿
連江縣	南竿鄉	福沃村	S0446EC7787	水泥桿
連江縣	南竿鄉	介壽村	S0547CB2570	水泥桿
連江縣	南竿鄉	介壽村	S0546CD4970	H桿
連江縣	南竿鄉	介壽村	S0546CD5654	木桿
連江縣	南竿鄉	介壽村	S0546CD7343	木桿
連江縣	南竿鄉	復興村	S0547DA1119	木桿
連江縣	南竿鄉	復興村	S0547EA8727	木桿
連江縣	南竿鄉	馬祖村	S0146DD1615	水泥桿
連江縣	南竿鄉	馬祖村	S0146DD1914	木桿
連江縣	南竿鄉	馬祖村	S0146DE1764	水泥桿
連江縣	南竿鄉	馬祖村	S0147DA0561	木桿
連江縣	南竿鄉	復興村	S0547ED6797	水泥桿
連江縣	南竿鄉	復興村	S0547ED7670	水泥桿
連江縣	南竿鄉	仁愛村	S0244FA3183	木桿
連江縣	南竿鄉	仁愛村	S0243CC4619	木桿
連江縣	南竿鄉	仁愛村	S0243CC5164	水泥桿
連江縣	南竿鄉	仁愛村	S0243CC2063	水泥桿
連江縣	南竿鄉	仁愛村	S0243CC3343	木桿
連江縣	南竿鄉	仁愛村	S0242CE1963	水泥桿
連江縣	南竿鄉	仁愛村	S0242BE8697	水泥併桿
連江縣	南竿鄉	仁愛村	S0242BE7411	水泥併桿
連江縣	南竿鄉	仁愛村	S0242BE3354	水泥桿
連江縣	南竿鄉	仁愛村	S0242CE4918	水泥桿
連江縣	南竿鄉	仁愛村	S0242BE6608	木桿
連江縣	南竿鄉	仁愛村	S0242BE5976	木桿
連江縣	南竿鄉	仁愛村	S0243DB2159	水泥桿
連江縣	南竿鄉	仁愛村	S0243DB4082	水泥桿
連江縣	南竿鄉	仁愛村	S0243EA1852	水泥桿
連江縣	南竿鄉	仁愛村	S0243EA5727	水泥桿
連江縣	南竿鄉	仁愛村	S0243DA8809	水泥桿
連江縣	南竿鄉	仁愛村	S0243DA8512	水泥桿
連江縣	南竿鄉	仁愛村	S0243DA6205	水泥桿
連江縣	南竿鄉	仁愛村	S0243DA3270	水泥桿
連江縣	南竿鄉	仁愛村	S0243CA7260	水泥桿
連江縣	南竿鄉	仁愛村	S0243AD8006	水泥桿
連江縣	南竿鄉	仁愛村	S0243AC8418	木桿
連江縣	南竿鄉	仁愛村	S0243AC8786	木桿
連江縣	南竿鄉	仁愛村	S0243BC5523	木桿
連江縣	南竿鄉	仁愛村	S0243AD4438	水泥桿
連江縣	南竿鄉	仁愛村	S0243AD1554	木桿
連江縣	南竿鄉	仁愛村	S0243BC3010	木桿
連江縣	南竿鄉	仁愛村	S0244HC9038	水泥桿
連江縣	南竿鄉	仁愛村	S0244FD3919	木桿
連江縣	南竿鄉	仁愛村	S0244FD2821	水泥桿
連江縣	南竿鄉	仁愛村	S0244FD1633	木桿
連江縣	南竿鄉	仁愛村	S0244ED9363	木桿
連江縣	南竿鄉	仁愛村	S0244BB6503	水泥桿
連江縣	南竿鄉	仁愛村	S0244BB4233	水泥桿
連江縣	南竿鄉	仁愛村	S0244BA2952	水泥桿
連江縣	南竿鄉	仁愛村	S0244AA9668	水泥桿
連江縣	南竿鄉	仁愛村	S0244AA9627	水泥桿
連江縣	南竿鄉	仁愛村	S0244DA8437	水泥桿
連江縣	南竿鄉	仁愛村	S0244DA5596	木桿
連江縣	南竿鄉	仁愛村	S0244DA3752	水泥桿
連江縣	南竿鄉	仁愛村	S0244DA0657	水泥桿
連江縣	南竿鄉	仁愛村	S0244CA7883	水泥桿
連江縣	南竿鄉	仁愛村	S0244CA5992	水泥桿
連江縣	南竿鄉	仁愛村	S0244CB3061	水泥桿
連江縣	南竿鄉	仁愛村	S0244CB1110	水泥桿
連江縣	南竿鄉	仁愛村	S0244BB8361	水泥桿
連江縣	南竿鄉	仁愛村	S0243FE4867	木桿
連江縣	南竿鄉	仁愛村	S0244FA8383	水泥桿
連江縣	南竿鄉	仁愛村	S0244FA9508	木桿
連江縣	南竿鄉	仁愛村	S0244FA4249	水泥桿
連江縣	南竿鄉	仁愛村	S0244FA2703	水泥桿
連江縣	南竿鄉	仁愛村	S0244FA4993	水泥桿
連江縣	南竿鄉	仁愛村	S0244GB1216	水泥桿
連江縣	南竿鄉	仁愛村	S0244FB9628	水泥桿
連江縣	南竿鄉	仁愛村	S0244FB7575	木桿
連江縣	南竿鄉	仁愛村	S0244GB0769	木桿
連江縣	南竿鄉	仁愛村	S0244FB7076	水泥桿
連江縣	南竿鄉	仁愛村	S0243DB9724	木桿
連江縣	南竿鄉	仁愛村	S0243EB4910	水泥桿
連江縣	南竿鄉	介壽村	S0546FE1769	木桿
連江縣	南竿鄉	復興村	S0548AB1073	水泥桿
連江縣	北竿鄉	塘岐村	S1060AA5942	水泥桿
連江縣	北竿鄉	塘岐村	S1060AD0854	水泥桿
連江縣	北竿鄉	塘岐村	S1060AD6105	水泥併桿
連江縣	北竿鄉	塘岐村	S1060AA5949	木桿
連江縣	北竿鄉	塘岐村	S1060AA3265	木桿
連江縣	北竿鄉	塘岐村	S1060AC5795	水泥桿
連江縣	北竿鄉	塘岐村	S1060AC6423	水泥桿
連江縣	北竿鄉	塘岐村	S1060AC6052	水泥桿
連江縣	北竿鄉	塘岐村	S1060AB5576	水泥桿
連江縣	北竿鄉	塘岐村	S1060AB5240	水泥桿
連江縣	南竿鄉	復興村	S0548GB6675	水泥桿
連江縣	南竿鄉	復興村	S0548HC3913	水泥桿
連江縣	南竿鄉	復興村	S0548EA7160	水泥桿
連江縣	南竿鄉	復興村	S0548EA9470	水泥桿
連江縣	南竿鄉	復興村	S0548FA1575	水泥桿
連江縣	南竿鄉	復興村	S0548FA7852	水泥桿
連江縣	南竿鄉	復興村	S0548GB0056	水泥桿
連江縣	南竿鄉	復興村	S0548GB3325	水泥桿
連江縣	南竿鄉	復興村	S0547EE5074	水泥桿
連江縣	南竿鄉	復興村	S0547EE4443	水泥桿
連江縣	南竿鄉	復興村	S0547EE5890	水泥桿
連江縣	北竿鄉	板里村	S0860BE1888	H桿
連江縣	北竿鄉	板里村	S0860DB0660	水泥桿
連江縣	北竿鄉	板里村	S0860DB2119	水泥桿
連江縣	北竿鄉	板里村	S0860DA3882	水泥桿
連江縣	北竿鄉	板里村	S0860DA6550	水泥桿
連江縣	北竿鄉	板里村	S0860DA9233	水泥桿
連江縣	北竿鄉	板里村	S0860BE5646	水泥桿
連江縣	北竿鄉	板里村	S0860BE5389	木桿
連江縣	北竿鄉	板里村	S0860BE61	木桿
連江縣	北竿鄉	板里村	S0860BD6544	木桿
連江縣	北竿鄉	板里村	S0860BE8621	木桿
連江縣	北竿鄉	板里村	S0860CE0261	水泥桿
連江縣	北竿鄉	板里村	S0860CD2963	水泥併桿
連江縣	北竿鄉	板里村	S0860CE2083	水泥桿
連江縣	北竿鄉	板里村	S0860CD4705	水泥桿
連江縣	北竿鄉	板里村	S0860CD4502	水泥桿
連江縣	北竿鄉	板里村	S0860CC7414	木桿
連江縣	北竿鄉	板里村	S0860CC9622	木桿
連江縣	北竿鄉	板里村	S0860DC3919	木桿
連江縣	北竿鄉	板里村	S0860DD7441	木桿
連江縣	北竿鄉	板里村	S0860DD9999	木桿
連江縣	北竿鄉	板里村	S0860CD4037	水泥桿
連江縣	北竿鄉	板里村	S0860CC5746	水泥併桿
連江縣	北竿鄉	板里村	S0860CC7591	水泥併桿
連江縣	北竿鄉	板里村	S0860CB9983	水泥桿
連江縣	莒光鄉	西坵村	S0307EA0098	水泥桿
連江縣	莒光鄉	田沃村	S0307GA4788	木桿
連江縣	南竿鄉	馬祖村	S0245BE6799	水泥桿
連江縣	莒光鄉	田沃村	S0406FD8829	木桿
連江縣	莒光鄉	田沃村	S0406FE4627	水泥桿
連江縣	莒光鄉	田沃村	S0406FE0790	木桿
連江縣	莒光鄉	田沃村	S0407GD8828	水泥桿
連江縣	莒光鄉	田沃村	S0406EC2220	水泥桿
連江縣	莒光鄉	田沃村	S0406GB2670	木桿
連江縣	北竿鄉	塘岐村	S1061CB5152	水泥桿
連江縣	北竿鄉	塘岐村	S0961HA0506	水泥併桿
連江縣	北竿鄉	塘岐村	S0961EA4414	水泥桿
連江縣	北竿鄉	塘岐村	S0961EA1276	木桿
連江縣	北竿鄉	塘岐村	S0961DA8058	木桿
連江縣	北竿鄉	塘岐村	S0960DE6940	木桿
連江縣	北竿鄉	塘岐村	S0960DE4781	木桿
連江縣	北竿鄉	塘岐村	S0960DE5418	木桿
連江縣	北竿鄉	塘岐村	S0961DB7439	水泥併桿
連江縣	北竿鄉	塘岐村	S0961DB4622	水泥桿
連江縣	北竿鄉	塘岐村	S0961CC3021	H桿
連江縣	北竿鄉	塘岐村	S0961CC3219	水泥桿
連江縣	北竿鄉	芹壁村	S0861HE7572	木桿
連江縣	北竿鄉	塘岐村	S0961BE3983	木桿
連江縣	北竿鄉	塘岐村	S0961BC8495	木桿
連江縣	北竿鄉	芹壁村	S0861GB4651	木桿
連江縣	北竿鄉	板里村	S0860HE7688	水泥桿
連江縣	北竿鄉	板里村	S0860BB6328	木桿
連江縣	北竿鄉	板里村	S0860BB6056	木桿
連江縣	北竿鄉	板里村	S0860BB9643	木桿
連江縣	北竿鄉	板里村	S0860BB4988	木桿
連江縣	北竿鄉	板里村	S0860BB4676	木桿
連江縣	北竿鄉	板里村	S0860CB37	木桿
連江縣	北竿鄉	板里村	S0860CB6893	木桿
連江縣	北竿鄉	板里村	S0860BC7759	木桿
連江縣	北竿鄉	板里村	S0860CC1366	木桿
連江縣	北竿鄉	白沙村	S0757FE2136	木桿
連江縣	北竿鄉	塘岐村	S0961BB5515	水泥桿
連江縣	莒光鄉	西坵村	S0306ED1978	水泥桿
連江縣	北竿鄉	塘岐村	S1162DC2159	木桿
連江縣	北竿鄉	后沃村	S1261ED4990	木桿
連江縣	北竿鄉	后沃村	S1261EE7102	木桿
連江縣	北竿鄉	后沃村	S1261FE0250	木桿
連江縣	北竿鄉	后沃村	S1262DA9439	水泥桿
連江縣	北竿鄉	后沃村	S1262FC1172	木桿
連江縣	北竿鄉	板里村	S0760DE9617	木桿
連江縣	北竿鄉	板里村	S0860AE7718	木桿
連江縣	北竿鄉	板里村	S0860AE5580	木桿
連江縣	東引鄉	樂華村	S7295GE9883	木桿
連江縣	莒光鄉	田沃村	S0407FB3680	水泥桿
連江縣	莒光鄉	田沃村	S0407FB1417	水泥桿
連江縣	莒光鄉	田沃村	S0407EB7295	水泥併桿
連江縣	莒光鄉	田沃村	S0407EB4225	水泥桿
連江縣	莒光鄉	西坵村	S0407EB1228	水泥桿
連江縣	莒光鄉	西坵村	S0407EA0958	水泥桿
連江縣	東引鄉	樂華村	S7196GB1951	木桿
連江縣	莒光鄉	西坵村	S0306EC6899	水泥桿
連江縣	莒光鄉	西坵村	S0306CD7935	水泥桿
連江縣	莒光鄉	西坵村	S0306EC6576	木桿
連江縣	莒光鄉	西坵村	S0306EC2733	木桿
連江縣	莒光鄉	西坵村	S0306EC5126	木桿
連江縣	莒光鄉	西坵村	S0306EB2991	水泥桿
連江縣	莒光鄉	西坵村	S0306EB3941	水泥桿
連江縣	莒光鄉	西坵村	S0306EC0066	木桿
連江縣	莒光鄉	西坵村	S0306DC8177	木桿
連江縣	莒光鄉	西坵村	S0306DB7968	水泥桿
連江縣	莒光鄉	西坵村	S0306DB2993	水泥桿
連江縣	北竿鄉	板里村	S0860AE4197	水泥桿
連江縣	北竿鄉	板里村	S0860AD4855	水泥桿
連江縣	北竿鄉	板里村	S0860AD2556	水泥桿
連江縣	北竿鄉	板里村	S0860AD1330	水泥桿
連江縣	北竿鄉	板里村	S0860AD0030	水泥桿
連江縣	南竿鄉	復興村	S0549DB9106	水泥桿
連江縣	北竿鄉	板里村	S0861CC1465	水泥桿
連江縣	莒光鄉	田沃村	S0407GD9534	木桿
連江縣	莒光鄉	青帆村	S0305FE3316	木桿
連江縣	莒光鄉	青帆村	S0305EE7318	木桿
連江縣	東引鄉	樂華村	S7195HC1506	水泥桿
連江縣	東引鄉	樂華村	S7195GC9315	水泥桿
連江縣	東引鄉	樂華村	S7195GC6183	水泥桿
連江縣	東引鄉	樂華村	S7195GB5809	水泥桿
連江縣	東引鄉	樂華村	S7195GB3646	水泥桿
連江縣	東引鄉	樂華村	S7195GB2405	水泥桿
連江縣	東引鄉	樂華村	S7195GB0267	水泥桿
連江縣	東引鄉	樂華村	S7195GB3172	木桿
連江縣	東引鄉	樂華村	S7195GA1589	木桿
連江縣	東引鄉	樂華村	S7195FA9061	木桿
連江縣	東引鄉	樂華村	S7196EB7643	水泥桿
連江縣	東引鄉	樂華村	S7196FB0843	木桿
連江縣	東引鄉	樂華村	S7196FB8281	水泥桿
連江縣	東引鄉	樂華村	S7196FB3301	水泥桿
連江縣	東引鄉	樂華村	S7196FB1053	木桿
連江縣	東引鄉	樂華村	S7195FD4308	水泥桿
連江縣	東引鄉	樂華村	S7195FD2664	H桿
連江縣	南竿鄉	福沃村	S0447FB6975	水泥桿
連江縣	南竿鄉	津沙村	S0044HE5143	木桿
連江縣	南竿鄉	津沙村	S0143BC0451	木桿
連江縣	南竿鄉	津沙村	S0044DE8789	木桿
連江縣	南竿鄉	津沙村	S0044DB5439	木桿
連江縣	南竿鄉	津沙村	S0044FB2772	木桿
連江縣	南竿鄉	津沙村	S0044FB1725	木桿
連江縣	南竿鄉	津沙村	S0044FB0806	木桿
連江縣	南竿鄉	津沙村	S0044EB6612	木桿
連江縣	南竿鄉	津沙村	S0144FD1220	水泥桿
連江縣	南竿鄉	津沙村	S0144EC8961	水泥桿
連江縣	南竿鄉	津沙村	S0144EC6644	水泥桿
連江縣	南竿鄉	津沙村	S0144EC4357	水泥桿
連江縣	南竿鄉	津沙村	S0144EC5368	木桿
連江縣	南竿鄉	津沙村	S0144EC2127	水泥桿
連江縣	南竿鄉	津沙村	S0144EB0918	水泥桿
連江縣	南竿鄉	津沙村	S0144DB7759	水泥桿
連江縣	南竿鄉	津沙村	S0144DB4497	水泥桿
連江縣	南竿鄉	津沙村	S0144DB23	水泥桿
連江縣	南竿鄉	津沙村	S0144HE4873	水泥桿
連江縣	南竿鄉	津沙村	S0144CA2817	水泥桿
連江縣	南竿鄉	津沙村	S0144HE1644	水泥桿
連江縣	南竿鄉	津沙村	S0144HE0889	木桿
連江縣	南竿鄉	津沙村	S0145HA0259	木桿
連江縣	南竿鄉	津沙村	S0144GE8591	水泥桿
連江縣	南竿鄉	津沙村	S0144GE5208	水泥桿
連江縣	南竿鄉	津沙村	S0144GE6123	木桿
連江縣	南竿鄉	津沙村	S0144GD7978	木桿
連江縣	南竿鄉	津沙村	S0144GE2005	水泥桿
連江縣	南竿鄉	津沙村	S0144FD9867	水泥桿
連江縣	南竿鄉	津沙村	S0144FD6664	水泥桿
連江縣	南竿鄉	津沙村	S0144FD3473	水泥桿
連江縣	南竿鄉	津沙村	S0144HE4894	水泥桿
連江縣	南竿鄉	津沙村	S0245AD3982	木桿
連江縣	南竿鄉	津沙村	S0245AD3804	木桿
連江縣	南竿鄉	馬祖村	S0245AE5030	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB3751	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB6514	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB9545	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB9585	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB9701	水泥桿
連江縣	南竿鄉	馬祖村	S0245DB0857	木桿
連江縣	南竿鄉	馬祖村	S0245CB7224	木桿
連江縣	南竿鄉	馬祖村	S0245CB9041	木桿
連江縣	南竿鄉	馬祖村	S0245DB2468	水泥桿
連江縣	南竿鄉	馬祖村	S0245AD4869	水泥桿
連江縣	南竿鄉	馬祖村	S0245AD8684	水泥桿
連江縣	南竿鄉	馬祖村	S0245BD2349	水泥桿
連江縣	南竿鄉	馬祖村	S0245BD8173	木桿
連江縣	南竿鄉	馬祖村	S0245BC6944	水泥桿
連江縣	南竿鄉	馬祖村	S0245CC0702	水泥桿
連江縣	南竿鄉	馬祖村	S0245CC2630	水泥桿
連江縣	南竿鄉	馬祖村	S0245CC2115	水泥桿
連江縣	南竿鄉	馬祖村	S0245BC9149	水泥桿
連江縣	南竿鄉	馬祖村	S0245CB0984	水泥桿
連江縣	南竿鄉	津沙村	S0044GA8006	木桿
連江縣	南竿鄉	津沙村	S0044GA7060	木桿
連江縣	南竿鄉	津沙村	S0043GE7613	木桿
連江縣	南竿鄉	津沙村	S0044GA8332	木桿
連江縣	南竿鄉	津沙村	S0044GA5490	木桿
連江縣	南竿鄉	津沙村	S0044GA9601	木桿
連江縣	南竿鄉	津沙村	S0044GA5662	木桿
連江縣	南竿鄉	津沙村	S0044GA5982	木桿
連江縣	南竿鄉	津沙村	S0144CB9185	木桿
連江縣	南竿鄉	津沙村	S0144CA9875	水泥桿
連江縣	南竿鄉	津沙村	S0144CA9515	水泥桿
連江縣	南竿鄉	津沙村	S0144CA8186	水泥桿
連江縣	南竿鄉	津沙村	S0143DE1904	水泥桿
連江縣	南竿鄉	津沙村	S0143DE1976	水泥桿
連江縣	南竿鄉	津沙村	S0144DE1904	水泥桿
連江縣	南竿鄉	津沙村	S0143DE2435	水泥桿
連江縣	南竿鄉	津沙村	S0143DE3147	水泥桿
連江縣	南竿鄉	津沙村	S0145EC92	水泥桿
連江縣	南竿鄉	津沙村	S0145EE6631	水泥桿
連江縣	南竿鄉	津沙村	S0145EE2479	水泥桿
連江縣	南竿鄉	津沙村	S0145DE9247	水泥桿
連江縣	南竿鄉	津沙村	S0145DE7015	水泥桿
連江縣	南竿鄉	津沙村	S0145DD4872	水泥桿
連江縣	南竿鄉	津沙村	S0145DD1762	水泥桿
連江縣	南竿鄉	津沙村	S0145CD7574	水泥桿
連江縣	南竿鄉	津沙村	S0145CD1182	水泥桿
連江縣	南竿鄉	津沙村	S0145BD8089	水泥桿
連江縣	南竿鄉	津沙村	S0145EC9276	水泥桿
連江縣	南竿鄉	津沙村	S0145BD5162	水泥桿
連江縣	南竿鄉	津沙村	S0145BD2112	水泥桿
連江縣	南竿鄉	津沙村	S0145AC9931	木桿
連江縣	南竿鄉	津沙村	S0145AC8741	木桿
連江縣	南竿鄉	津沙村	S0145AC8423	木桿
連江縣	南竿鄉	津沙村	S0145AC7157	木桿
連江縣	南竿鄉	津沙村	S0145EC9650	水泥桿
連江縣	南竿鄉	津沙村	S0145EC9905	水泥桿
連江縣	南竿鄉	津沙村	S0145ED9308	水泥桿
連江縣	南竿鄉	津沙村	S0145FE1323	水泥桿
連江縣	南竿鄉	津沙村	S0145EE9543	水泥桿
連江縣	南竿鄉	津沙村	S0145FB0902	木桿
連江縣	南竿鄉	津沙村	S0145GA6995	水泥桿
連江縣	南竿鄉	津沙村	S0145GB6021	木桿
連江縣	南竿鄉	津沙村	S0143FD3269	木桿
連江縣	南竿鄉	馬祖村	S0245AB6350	水泥桿
連江縣	南竿鄉	津沙村	S0145EC4037	水泥桿
連江縣	南竿鄉	津沙村	S0145EC0043	水泥桿
連江縣	南竿鄉	津沙村	S0145DB9844	水泥桿
連江縣	南竿鄉	津沙村	S0145DB6669	水泥桿
連江縣	南竿鄉	津沙村	S0145DB3543	水泥併桿
連江縣	南竿鄉	津沙村	S0145DB7428	木桿
連江縣	南竿鄉	津沙村	S0145DB3235	水泥桿
連江縣	南竿鄉	津沙村	S0145DB0029	水泥桿
連江縣	南竿鄉	津沙村	S0145CA6962	木桿
連江縣	北竿鄉	塘岐村	S1063HB0826	水泥桿
連江縣	北竿鄉	塘岐村	S1063HC5098	木桿
連江縣	北竿鄉	塘岐村	S1163BC4611	水泥桿
連江縣	北竿鄉	塘岐村	S1163BC6816	水泥桿
連江縣	北竿鄉	塘岐村	S1163CC0805	水泥桿
連江縣	北竿鄉	塘岐村	S1163CC3777	水泥桿
連江縣	北竿鄉	塘岐村	S1163CC9830	水泥桿
連江縣	北竿鄉	塘岐村	S1163CC6795	水泥桿
連江縣	北竿鄉	塘岐村	S1163DC2878	水泥桿
