縣市	行政區	村里	圖號坐標	型式
臺中市	清水區	吳厝里	G4972CD16	水泥桿
臺中市	梧棲區	大村里	G4065DA00	水泥桿
臺中市	西屯區	龍潭里	G5145DE48	水泥桿
臺中市	西屯區	龍潭里	G5145CE94	水泥桿
臺中市	大里區	祥興里	G5937HE33	水泥桿
臺中市	大雅區	上楓里	G5663GD12	水泥桿
臺中市	大雅區	六寶里	G5163FC83	水泥桿
臺中市	太平區	聖和里	G6840GB97	水泥桿
臺中市	北區	樂英里	G5943GD05	水泥桿
臺中市	石岡區	德興里	G7567AE19	水泥桿
臺中市	后里區	仁里里	G6681GA79	水泥桿
臺中市	后里區	太平里	G5878BD29	水泥桿
臺中市	西區	公館里	G5639DE22	水泥桿
臺中市	沙鹿區	公明里	G4865DD09	水泥桿
臺中市	東區	東門里	G6038CC12	水泥桿
臺中市	南屯區	鎮平里	G5138BD51	水泥桿
臺中市	烏日區	九德里	G5234GE87	水泥桿
臺中市	烏日區	九德里	G5335DA49	水泥桿
臺中市	梧棲區	大庄里	G4165CC69	水泥桿
臺中市	清水區	橋頭里	G4371HB27	水泥桿
臺中市	太平區	聖和里	G6840GC06	水泥桿
臺中市	大肚區	永和里	G4043HE63	水泥桿
臺中市	大肚區	永和里	G4043HE40	水泥桿
臺中市	太平區	太平里	G6137HD68	水泥桿
臺中市	沙鹿區	公明里	G4865CD97	水泥桿
臺中市	烏日區	前竹里	G5432DC82	水泥桿
臺中市	太平區	聖和里	G6840FE23	水泥桿
臺中市	大肚區	永和里	G4043HD48	水泥桿
臺中市	太平區	中山里	G6443CA22	水泥桿
臺中市	太平區	平安里	G6337HC83	水泥桿
臺中市	太平區	光明里	G6444EB90	水泥桿
臺中市	太平區	聖和里	G6839GD16	水泥桿
臺中市	太平區	福隆里	G6537GE92	水泥桿
臺中市	沙鹿區	公明里	G4865CD84	水泥桿
臺中市	梧棲區	大庄里	G4165DC36	水泥桿
臺中市	太平區	太平里	G6137EE80	水泥桿
臺中市	太平區	太平里	G6137HE62	水泥桿
臺中市	太平區	建國里	G6338HB39	水泥桿
臺中市	清水區	橋頭里	G4471AC74	水泥併桿
臺中市	太平區	中山里	G6442BE74	水泥桿
臺中市	太平區	太平里	G6137HE44	水泥併桿
臺中市	太平區	福隆里	G6537FD67	水泥桿
臺中市	烏日區	前竹里	G5432EC87	水泥桿
臺中市	烏日區	九德里	G5335AB52	水泥桿
臺中市	烏日區	九德里	G5335BA49	水泥桿
臺中市	烏日區	九德里	G5335BA34	水泥併桿
臺中市	烏日區	九德里	G5335AA95	水泥桿
臺中市	烏日區	九德里	G5335BB23	水泥桿
臺中市	烏日區	九德里	G5335BB95	水泥桿
臺中市	烏日區	九德里	G5335AB86	水泥桿
臺中市	大肚區	瑞井里	G4545AD32	水泥桿
臺中市	大里區	東興里	G5834DE69	水泥桿
臺中市	大里區	長榮里	G5934CC17	水泥桿
臺中市	大里區	新里里	G5833DB36	水泥桿
臺中市	太平區	宜欣里	G6241FD96	水泥桿
臺中市	沙鹿區	竹林里	G4463EB99	水泥桿
臺中市	沙鹿區	鹿寮里	G4364CC51	水泥桿
臺中市	梧棲區	大村里	G4263FE04	水泥桿
臺中市	龍井區	忠和里	G3659CB07	水泥桿
臺中市	豐原區	西勢里	G6264BD62	水泥桿
臺中市	大里區	祥興里	G6037BE68	水泥桿
臺中市	太平區	太平里	G6138EA88	水泥桿
臺中市	太平區	新福里	G6143CB19	水泥併桿
臺中市	北屯區	仁美里	G5953DC79	水泥桿
臺中市	沙鹿區	公明里	G4964BE32	水泥桿
臺中市	東區	東門里	G6038CC68	水泥桿
苗栗縣	泰安鄉	士林村	G9087BC39	水泥桿
臺中市	烏日區	九德里	G5335CA78	水泥桿
臺中市	梧棲區	興農里	G3963GB25	水泥桿
臺中市	新社區	慶西里	G7651FC36	水泥桿
臺中市	豐原區	翁明里	G6569CC19	水泥桿
臺中市	太平區	興隆里	G6536DD42	水泥桿
臺中市	西區	公館里	G5639DD37	水泥桿
臺中市	神岡區	神洲里	G6071DD04	水泥桿
臺中市	清水區	橋頭里	G4371HB88	水泥桿
臺中市	太平區	太平里	G6235BD49	水泥桿
臺中市	太平區	頭汴里	G6737CB06	水泥桿
臺中市	烏日區	光明里	G5331DD35	水泥桿
臺中市	太平區	成功里	G6540BA26	水泥桿
臺中市	烏日區	光明里	G5331DD31	水泥桿
臺中市	清水區	海濱里	G4072FE04	水泥桿
臺中市	豐原區	翁明里	G6569CD59	水泥桿
臺中市	太平區	太平里	G6235CD19	水泥桿
臺中市	太平區	成功里	G6540BA64	水泥桿
臺中市	清水區	海濱里	G4072EE37	水泥桿
臺中市	清水區	海濱里	G4072DE76	水泥桿
臺中市	大肚區	王田里	G4537DA66	水泥桿
臺中市	大肚區	瑞井里	G4545BD01	水泥桿
臺中市	大肚區	磺溪里	G4044BC36	水泥桿
臺中市	大里區	樹王里	G5634GB26	水泥桿
臺中市	大雅區	大楓里	G5660GC85	水泥桿
臺中市	沙鹿區	北勢里	G4459FE26	水泥桿
臺中市	沙鹿區	北勢里	G4460GB16	水泥桿
臺中市	沙鹿區	鹿寮里	G4364CC02	水泥桿
臺中市	沙鹿區	鹿寮里	G4364EC97	水泥桿
臺中市	沙鹿區	鹿寮里	G4365HC92	水泥桿
臺中市	烏日區	榮泉里	G4634HE88	水泥併桿
臺中市	龍井區	忠和里	G3758EC51	水泥桿
臺中市	大里區	長榮里	G5934BE10	水泥桿
臺中市	烏日區	榮泉里	G4734AE07	水泥桿
臺中市	大雅區	大楓里	G5660HE41	水泥桿
臺中市	大雅區	大楓里	G5660HE65	水泥桿
臺中市	大雅區	大楓里	G5661HA83	水泥桿
臺中市	潭子區	潭陽里	G6257CB34	水泥桿
臺中市	大肚區	永和里	G4043HE34	水泥桿
臺中市	太平區	光隆里	G6434CE07	水泥桿
臺中市	大里區	永隆里	G5835AD22	水泥併桿
臺中市	大里區	東昇里	G6035CE87	水泥桿
臺中市	大甲區	義和里	G5185AC07	水泥桿
臺中市	豐原區	東湳里	G6369HA51	水泥桿
臺中市	大肚區	瑞井里	G4444EC02	水泥桿
臺中市	大肚區	福山里	G4338BB10	水泥桿
臺中市	太平區	東汴里	G7527GD25	水泥桿
臺中市	北屯區	同榮里	G5755FB59	水泥桿
臺中市	北屯區	軍功里	G6350CD88	水泥桿
臺中市	東勢區	明正里	G7378EC33	水泥桿
臺中市	烏日區	螺潭里	G5127HA42	水泥桿
臺中市	梧棲區	永安里	G3960BA30	水泥桿
臺中市	龍井區	忠和里	G3959AB09	水泥桿
臺中市	龍井區	龍東里	G3951DA08	水泥桿
臺中市	沙鹿區	西勢里	G4867BD91	水泥桿
臺中市	大肚區	福山里	G4338CB16	水泥桿
臺中市	北屯區	同榮里	G5755FC31	水泥桿
臺中市	后里區	墩南里	G6375HB11	水泥桿
臺中市	西屯區	上石里	G5348HD65	水泥桿
臺中市	沙鹿區	西勢里	G4765FD56	水泥桿
臺中市	南屯區	春社里	G5041BC53	水泥桿
臺中市	烏日區	北里里	G5323HB50	水泥桿
臺中市	清水區	海風里	G4976HA14	水泥桿
臺中市	龍井區	龍東里	G3951CB91	水泥桿
臺中市	大甲區	德化里	G5194DB18	水泥桿
臺中市	大安區	東安里	G4787GA77	水泥桿
臺中市	大肚區	社腳里	G4338BC21	水泥桿
臺中市	大肚區	福山里	G4338CB53	水泥桿
臺中市	太平區	頭汴里	G7041GC57	水泥桿
臺中市	北屯區	同榮里	G5654FD09	水泥桿
臺中市	北屯區	同榮里	G5755FC04	水泥桿
臺中市	外埔區	六分里	G5684BA15	水泥桿
臺中市	西屯區	上石里	G5348HD48	水泥桿
臺中市	東勢區	明正里	G7378EC69	水泥桿
臺中市	龍井區	新庄里	G4453DA49	水泥桿
臺中市	烏日區	北里里	G5323HA75	水泥桿
臺中市	烏日區	北里里	G5322FD08	水泥桿
臺中市	烏日區	北里里	G5323GA23	水泥桿
臺中市	大安區	東安里	G4787GA47	水泥桿
臺中市	大肚區	瑞井里	G4444FB66	水泥桿
臺中市	太平區	東汴里	G6934BB82	水泥桿
臺中市	太平區	東汴里	G7527FD05	水泥桿
臺中市	北屯區	同榮里	G5654FE40	水泥桿
臺中市	北屯區	軍功里	G6350CC98	水泥桿
臺中市	外埔區	大同里	G5484CA29	水泥桿
臺中市	和平區	自由里	G9271DA29	水泥桿
臺中市	烏日區	北里里	G5423AA11	水泥桿
臺中市	清水區	海風里	G4976HB40	水泥桿
臺中市	龍井區	新庄里	G4453DA44	水泥桿
臺中市	太平區	東汴里	G7527EE82	水泥桿
臺中市	大安區	東安里	G4787GA38	水泥桿
臺中市	大肚區	福山里	G4338BB76	水泥桿
臺中市	東勢區	明正里	G7378FD07	水泥桿
臺中市	龍井區	新庄里	G4453DA40	水泥桿
臺中市	東勢區	明正里	G7378ED89	水泥桿
臺中市	太平區	永隆里	G6433FC63	水泥桿
臺中市	大甲區	文曲里	G4883GB03	水泥桿
臺中市	后里區	墩南里	G6374GE93	水泥桿
臺中市	太平區	黃竹里	G7328FB42	水泥桿
臺中市	后里區	眉山里	G5780HD81	水泥桿
臺中市	大安區	松雅里	G4890EE80	水泥桿
臺中市	太平區	東汴里	G7527EC92	水泥桿
臺中市	太平區	黃竹里	G7428AD96	水泥桿
臺中市	沙鹿區	六路里	G4557GA67	水泥桿
臺中市	龍井區	新庄里	G4452DD58	水泥桿
臺中市	太平區	永隆里	G6433FB59	水泥桿
臺中市	北屯區	同榮里	G5654GE68	水泥桿
臺中市	后里區	廣福里	G6374GD95	水泥併桿
臺中市	西屯區	上石里	G5348GE76	水泥桿
臺中市	烏日區	北里里	G5422AE44	水泥桿
臺中市	清水區	下湳里	G4675FB40	水泥併桿
臺中市	太平區	東汴里	G7428CC38	水泥桿
臺中市	外埔區	大同里	G5484EB32	水泥桿
臺中市	東勢區	下新里	G7774CC24	電塔
臺中市	太平區	東汴里	G6933DD39	水泥桿
臺中市	太平區	頭汴里	G7141AD85	水泥併桿
臺中市	外埔區	馬鳴里	G5886BE10	水泥桿
臺中市	沙鹿區	西勢里	G4867DE39	水泥桿
臺中市	烏日區	東園里	G5227CB27	水泥桿
臺中市	烏日區	南里里	G5422AD68	水泥桿
臺中市	清水區	楊厝里	G4976CD30	水泥桿
臺中市	清水區	海風里	G4976FB06	水泥桿
臺中市	烏日區	東園里	G5227CC03	水泥桿
臺中市	北屯區	民政里	G6646GB07	水泥桿
臺中市	東勢區	中嵙里	G7966BD97	水泥桿
臺中市	烏日區	光明里	G5332CA24	水泥桿
臺中市	龍井區	新東里	G4750AD54	水泥桿
臺中市	西屯區	林厝里	G4953FE61	水泥桿
臺中市	龍井區	新東里	G4750AC38	水泥桿
臺中市	豐原區	東陽里	G6860GC03	木桿
臺中市	西屯區	林厝里	G4953FD12	水泥桿
臺中市	豐原區	東陽里	G6860FC80	木桿
臺中市	太平區	頭汴里	G7237GC91	水泥桿
臺中市	大肚區	中和里	G4535EC64	水泥桿
臺中市	大雅區	三和里	G5558HD15	水泥桿
臺中市	大雅區	上楓里	G5663BB93	水泥桿
臺中市	大雅區	六寶里	G5163FB38	水泥併桿
臺中市	大雅區	雅楓里	G5561GB89	水泥桿
臺中市	北屯區	松茂里	G6051FD10	水泥桿
臺中市	西屯區	西墩里	G5250HA22	水泥桿
臺中市	西屯區	協和里	G4847HD55	水泥桿
臺中市	梧棲區	永寧里	G3961HD64	水泥桿
臺中市	豐原區	東湳里	G6369HB96	水泥桿
臺中市	大雅區	雅楓里	G5561GB69	H桿
臺中市	大雅區	二和里	G5459FB24	水泥桿
臺中市	大雅區	二和里	G5459FC12	水泥桿
臺中市	龍井區	忠和里	G3959FB08	水泥桿
臺中市	大甲區	武陵里	G4884EE72	水泥桿
臺中市	大肚區	中和里	G4535FD10	水泥桿
臺中市	太平區	宜欣里	G6342AC89	水泥桿
臺中市	清水區	田寮里	G4574DD70	水泥桿
臺中市	大里區	立德里	G6033HE82	水泥桿
臺中市	大里區	樹王里	G5633AB26	水泥桿
臺中市	太平區	東汴里	G7133GD44	水泥桿
臺中市	烏日區	三和里	G4935CE30	水泥桿
臺中市	烏日區	東園里	G5329CC09	水泥桿
臺中市	烏日區	榮泉里	G4735FE93	水泥桿
臺中市	西屯區	林厝里	G4854GB43	水泥桿
臺中市	烏日區	榮泉里	G4735GE56	水泥桿
臺中市	烏日區	東園里	G5329BE76	水泥桿
臺中市	大甲區	頂店里	G5388CA71	水泥桿
臺中市	大雅區	員林里	G5561DE26	水泥桿
臺中市	太平區	中興里	G6238FE29	水泥桿
臺中市	西屯區	西墩里	G5250HA42	水泥桿
臺中市	西屯區	林厝里	G4954AB31	H桿
臺中市	西屯區	港尾里	G5555GC12	水泥桿
臺中市	東區	東信里	G6139AB42	水泥桿
臺中市	神岡區	社口里	G5865HE11	水泥桿
臺中市	豐原區	西湳里	G6371BB59	水泥桿
臺中市	大雅區	西寶里	G5759EE28	水泥桿
臺中市	太平區	頭汴里	G6737CB04	水泥桿
臺中市	梧棲區	永安里	G3959FE53	水泥桿
臺中市	新社區	中正里	G7369CD81	水泥桿
臺中市	梧棲區	永安里	G3959FE67	水泥併桿
臺中市	梧棲區	永安里	G3959GE44	水泥桿
臺中市	大安區	東安里	G4785AA37	水泥桿
臺中市	大肚區	自強里	G4549CB98	水泥桿
臺中市	大肚區	瑞井里	G4547EB86	水泥桿
臺中市	西屯區	廣福里	G5454FD59	水泥桿
臺中市	大雅區	六寶里	G5363AD16	水泥桿
臺中市	沙鹿區	南勢里	G4358HD75	水泥桿
臺中市	大安區	東安里	G4787EA04	水泥桿
臺中市	太平區	東汴里	G7428CC93	水泥桿
臺中市	太平區	東汴里	G7527GC03	水泥桿
臺中市	西區	公館里	G5639FB39	水泥桿
臺中市	東勢區	下新里	G7673GC42	鋼桿
臺中市	東勢區	慶東里	G7855EB63	水泥桿
臺中市	清水區	楊厝里	G4974HB62	水泥桿
臺中市	龍井區	新庄里	G4452DC52	水泥桿
臺中市	大肚區	瑞井里	G4443GE23	水泥桿
南投縣	仁愛鄉	力行村	H2348BB45	H桿
臺中市	外埔區	六分里	G5583GE05	水泥桿
臺中市	東勢區	隆興里	G8163GD81	水泥桿
臺中市	南屯區	春社里	G4938BD28	水泥併桿
臺中市	烏日區	南里里	G5422AD83	水泥桿
臺中市	南屯區	春社里	G4938CD54	水泥桿
臺中市	南屯區	春社里	G4938CC65	水泥併桿
臺中市	烏日區	學田里	G4938CB59	水泥桿
臺中市	烏日區	北里里	G5422AD21	水泥桿
臺中市	大肚區	新興里	G4443GD09	水泥桿
南投縣	仁愛鄉	榮興村	H3761DC64	水泥桿
臺中市	太平區	東汴里	G6933ED45	水泥桿
臺中市	太平區	頭汴里	G7141BD64	水泥桿
臺中市	西區	公館里	G5639FB03	水泥桿
臺中市	清水區	海濱里	G4175EB7818	水泥桿
臺中市	龍井區	新庄里	G4452DB06	水泥桿
臺中市	烏日區	螺潭里	G5322EE35	水泥桿
臺中市	大安區	東安里	G4787CA84	水泥桿
臺中市	太平區	東汴里	G7428ED61	水泥併桿
臺中市	北屯區	和平里	G6549DE35	水泥併桿
臺中市	外埔區	大同里	G5484GB35	水泥桿
臺中市	外埔區	六分里	G5583FE27	水泥併桿
臺中市	西屯區	上石里	G5349GB33	水泥桿
臺中市	烏日區	南里里	G5422AC97	水泥桿
臺中市	烏日區	學田里	G4938AD92	水泥桿
臺中市	烏日區	學田里	G4938AD03	水泥桿
臺中市	南屯區	春社里	G4838HE81	水泥桿
臺中市	太平區	東汴里	G7429BA55	水泥桿
臺中市	太平區	東汴里	G7428EE10	水泥桿
臺中市	大肚區	新興里	G4443GD72	水泥桿
南投縣	仁愛鄉	榮興村	H3761EC92	水泥桿
臺中市	東勢區	下新里	G7673HD33	鋼桿
臺中市	清水區	海濱里	G4175DB9605	水泥桿
臺中市	龍井區	新庄里	G4452DA58	水泥桿
臺中市	東勢區	下新里	G7673HD05	木桿
臺中市	大甲區	文曲里	G4883DD48	水泥桿
臺中市	太平區	東汴里	G6933FC78	水泥桿
臺中市	太平區	東汴里	G7428FC68	水泥桿
臺中市	太平區	頭汴里	G7141CD53	水泥桿
臺中市	東勢區	隆興里	G8263DE29	水泥桿
臺中市	外埔區	部子里	G5886DD81	水泥桿
臺中市	西屯區	上石里	G5349GC1075	水泥桿
臺中市	沙鹿區	埔子里	G4556GC87	水泥桿
臺中市	東勢區	明正里	G7478CD18	水泥桿
臺中市	烏日區	北里里	G5322EE71	水泥併桿
臺中市	烏日區	南里里	G5422BC41	水泥桿
臺中市	清水區	裕嘉里	G4374DB59	水泥桿
臺中市	龍井區	新庄里	G4452EA02	水泥桿
臺中市	大安區	永安里	G5094FD02	水泥桿
臺中市	后里區	廣福里	G6374GA79	水泥桿
臺中市	太平區	東汴里	G6933GC81	水泥桿
臺中市	太平區	頭汴里	G7141DC05	水泥桿
臺中市	北屯區	軍功里	G6349CD5485	水泥桿
臺中市	西屯區	上石里	G5349FC96	水泥併桿
臺中市	烏日區	南里里	G5422BB76	水泥桿
臺中市	清水區	海濱里	G4175CB5235	水泥桿
臺中市	龍井區	新庄里	G4451EE73	水泥桿
臺中市	大甲區	文曲里	G4884CA31	水泥桿
臺中市	太平區	東汴里	G7428HC76	水泥桿
臺中市	和平區	平等里	H3578AB70	水泥桿
臺中市	東勢區	明正里	G7478CD99	水泥桿
臺中市	東勢區	隆興里	G8264EA60	水泥桿
臺中市	東勢區	慶東里	G7856ED96	水泥桿
臺中市	清水區	海風里	G4977DB21	水泥桿
臺中市	大雅區	二和里	G5559DE03	水泥桿
臺中市	北屯區	大德里	G5751BA59	水泥併桿
臺中市	梧棲區	文化里	G3966ED53	水泥桿
臺中市	潭子區	潭陽里	G6256CB04	水泥桿
臺中市	梧棲區	大村里	G4163GD45	水泥桿
臺中市	梧棲區	大村里	G4163GE61	水泥桿
臺中市	梧棲區	興農里	G4163GC07	水泥桿
臺中市	清水區	秀水里	G4372CB17	水泥桿
臺中市	西屯區	西平里	G5450AE76	水泥桿
臺中市	清水區	秀水里	G4372BB71	水泥桿
臺中市	大雅區	二和里	G5559CE8068	水泥桿
臺中市	梧棲區	文化里	G3966EE51	水泥桿
臺中市	大雅區	二和里	G5559CE74	水泥桿
臺中市	和平區	南勢里	G8450BA48	水泥桿
臺中市	南屯區	春社里	G4938AE09	水泥桿
臺中市	梧棲區	大村里	G4163FE92	水泥桿
臺中市	太平區	光隆里	G6434BE74	水泥桿
臺中市	北屯區	仁美里	G5956CA84	水泥桿
臺中市	西屯區	西安里	G5350ED59	水泥桿
臺中市	南區	永興里	G5535GA79	水泥桿
臺中市	梧棲區	大庄里	G4165CD05	水泥桿
臺中市	豐原區	田心里	G6263FE23	水泥桿
臺中市	清水區	海濱里	G4072DD87	水泥桿
臺中市	清水區	海濱里	G4072DD49	水泥桿
臺中市	清水區	海濱里	G4072DE01	水泥桿
臺中市	太平區	黃竹里	G7327CB38	水泥桿
臺中市	烏日區	前竹里	G5332GA84	水泥桿
臺中市	太平區	中平里	G6337FD58	水泥桿
臺中市	太平區	光隆里	G6434BD58	水泥桿
臺中市	北屯區	仁美里	G5956DA25	水泥桿
臺中市	神岡區	岸裡里	G6065EA95	水泥桿
臺中市	梧棲區	福德里	G4165CE23	水泥桿
臺中市	太平區	光隆里	G6434HC11	水泥桿
臺中市	西屯區	西平里	G5350EE54	水泥桿
臺中市	梧棲區	福德里	G4166CA50	水泥桿
臺中市	梧棲區	福德里	G4165DE48	水泥桿
臺中市	太平區	光隆里	G6434GB86	水泥桿
