縣市	行政區	村里	圖號坐標	型式		
高雄市	岡山區	台上里	Q0848BD10	水泥桿		
高雄市	岡山區	本洲里	Q0450HA32	水泥桿		
高雄市	岡山區	協和里	Q0543FB94	水泥桿		
高雄市	岡山區	協和里	Q0544FE99	水泥桿		
高雄市	岡山區	程香里	Q0842HE95	水泥桿		
高雄市	岡山區	華崗里	Q1262AD79	水泥桿		
高雄市	岡山區	壽天里	Q0660HB33	水泥併桿		
高雄市	岡山區	壽天里	Q0858CB85	水泥桿		
高雄市	岡山區	壽天里	Q0859AD93	水泥桿		
高雄市	岡山區	壽峰里	Q0745CD05	水泥桿		
高雄市	岡山區	福興里	Q0540AE61	水泥桿		
高雄市	岡山區	灣裡里	Q0549EB70	水泥併桿		
高雄市	阿蓮區	中路里	Q0863HE42	水泥桿		
高雄市	阿蓮區	峰山里	Q1561EC20	水泥併桿		
高雄市	茄萣區	和協里	P9467EA51	水泥桿		
高雄市	茄萣區	保定里	P9466CB23	水泥併桿		
高雄市	茄萣區	崎漏里	P9463FD97	水泥桿		
高雄市	茄萣區	崎漏里	P9560EA51	水泥桿		
高雄市	茄萣區	崎漏里	P9562CE37	水泥併桿		
高雄市	茄萣區	嘉賜里	P9368FC41	水泥桿		
高雄市	梓官區	大舍里	Q0334FB78	水泥桿		
高雄市	梓官區	同安里	Q0434DC20	水泥桿		
高雄市	梓官區	同安里	Q0434HB08	水泥桿		
高雄市	梓官區	梓平里	Q0434CD23	水泥桿		
高雄市	梓官區	梓信里	Q0338FA17	水泥併桿		
高雄市	梓官區	梓信里	Q0436HE58	水泥桿		
高雄市	梓官區	梓義里	Q0436FC77	水泥桿		
高雄市	湖內區	大湖里	Q0265DB89	水泥併桿		
高雄市	湖內區	中賢里	P9769DA89	水泥桿		
高雄市	湖內區	田尾里	Q0265DE59	水泥併桿		
高雄市	湖內區	海埔里	P9867GC31	水泥桿		
高雄市	湖內區	海埔里	Q0066BB20	水泥桿		
高雄市	湖內區	湖內里	Q0061ED03	水泥桿		
高雄市	湖內區	湖內里	Q0164AA43	水泥桿		
高雄市	湖內區	湖東里	Q0261GC23	水泥桿		
高雄市	楠梓區	仁昌里	Q0832CC32	水泥桿		
高雄市	楠梓區	金田里	Q1142DE05	水泥桿		
高雄市	楠梓區	惠民里	Q1354FB82	水泥併桿		
高雄市	楠梓區	惠民里	Q1357BA76	水泥桿		
高雄市	楠梓區	惠豐里	Q1146HA94	水泥併桿		
高雄市	楠梓區	稔田里	Q1137GB34	水泥桿		
高雄市	楠梓區	稔田里	Q1138AA31	水泥桿		
高雄市	路竹區	三爺里	Q0652EC32	水泥併桿		
高雄市	路竹區	三爺里	Q0653BE34	水泥併桿		
高雄市	路竹區	三爺里	Q0654EA72	水泥桿		
高雄市	路竹區	下坑里	Q0861CA71	水泥桿		
高雄市	路竹區	下坑里	Q0861CD04	水泥併桿		
高雄市	路竹區	文北里	Q0259EC03	水泥桿		
高雄市	路竹區	北嶺里	Q0550CB79	水泥桿		
高雄市	路竹區	甲北里	Q0561FC17	水泥桿		
高雄市	路竹區	甲北里	Q0660FE07	水泥併桿		
高雄市	路竹區	甲北里	Q0661CD77	水泥桿		
高雄市	路竹區	甲北里	Q0661DE08	水泥桿		
高雄市	路竹區	甲南里	Q0560HC05	水泥桿		
高雄市	路竹區	甲南里	Q0660AA87	水泥桿		
高雄市	路竹區	甲南里	Q0660DA43	水泥併桿		
高雄市	路竹區	竹西里	Q0259ED84	水泥桿		
高雄市	路竹區	竹西里	Q0260FC68	水泥桿		
高雄市	路竹區	竹西里	Q0359EB67	水泥併桿		
高雄市	路竹區	竹南里	Q0357GC31	水泥併桿		
高雄市	路竹區	竹南里	Q0456AC39	水泥桿		
高雄市	路竹區	竹園里	Q0766HE37	水泥併桿		
高雄市	路竹區	竹園里	Q0862CC51	水泥桿		
高雄市	路竹區	竹園里	Q0866CE06	水泥併桿		
高雄市	路竹區	竹園里	Q0866CE46	水泥桿		
高雄市	路竹區	社西里	Q0459CA27	水泥桿		
高雄市	路竹區	社西里	Q0460AB76	水泥桿		
高雄市	路竹區	社西里	Q0460EB86	水泥併桿		
高雄市	路竹區	社東里	Q0558DB41	水泥併桿		
高雄市	路竹區	社東里	Q0657EC90	水泥桿		
高雄市	路竹區	社東里	Q0755FD80	水泥併桿		
高雄市	路竹區	後鄉里	Q0153GE82	水泥桿		
高雄市	路竹區	頂寮里	P9857GD26	水泥桿		
高雄市	路竹區	頂寮里	P9958DA70	水泥桿		
高雄市	路竹區	頂寮里	P9958DA82	水泥桿		
高雄市	路竹區	頂寮里	P9958EE03	水泥桿		
高雄市	路竹區	新達里	Q0055GB70	水泥桿		
高雄市	路竹區	新達里	Q0056EB34	水泥桿		
高雄市	路竹區	新達里	Q0056EC38	水泥桿		
高雄市	路竹區	鴨寮里	Q0456HA63	水泥併桿		
高雄市	路竹區	鴨寮里	Q0555BA62	水泥桿		
高雄市	路竹區	鴨寮里	Q0654HC62	水泥桿		
高雄市	橋頭區	三德里	Q0836BD86	水泥桿		
高雄市	橋頭區	仕隆里	Q1161DD98	水泥桿		
高雄市	橋頭區	芋寮里	Q0736AC49	水泥併桿		
高雄市	橋頭區	芋寮里	Q0736AC49	水泥併桿		
高雄市	橋頭區	筆秀里	Q1141AE56	水泥桿		
高雄市	橋頭區	德松里	Q0964FB60	水泥併桿		
高雄市	燕巢區	尖山里	Q2046BC97	水泥桿		
高雄市	燕巢區	東燕里	Q1843AB02	水泥併桿		
高雄市	燕巢區	深水里	Q2039AE59	水泥桿		
高雄市	彌陀區	南寮里	Q0136ED72	水泥桿		
高雄市	彌陀區	漯底里	Q0137HC27	水泥桿		
高雄市	彌陀區	彌靖里	Q0241EE39	水泥桿		
高雄市	田寮區	西德里	Q1761HC69	水泥桿		
高雄市	左營區	崇實里	Q0718BB71	水泥併桿		
高雄市	永安區	永華里	P9946GE08	水泥桿		
高雄市	永安區	維新里	Q0246AA91	水泥併桿		
高雄市	永安區	維新里	Q0444AE41	水泥桿		
高雄市	岡山區	壽天里	Q0660HB23	水泥併桿		
高雄市	岡山區	壽天里	Q0856HE95	水泥桿		
高雄市	岡山區	壽天里	Q0858CB68	水泥併桿		
高雄市	岡山區	壽天里	Q0859BC59	水泥桿		
高雄市	岡山區	壽天里	Q0859BD22	水泥併桿		
高雄市	岡山區	壽峰里	Q0745CD57	水泥桿		
高雄市	岡山區	灣裡里	Q0549EA98	水泥併桿		
高雄市	阿蓮區	峰山里	Q1562DC02	水泥桿		
高雄市	茄萣區	崎漏里	P9562CE33	水泥併桿		
高雄市	梓官區	大舍里	Q0334FB64	水泥桿		
高雄市	梓官區	同安里	Q0434DB67	水泥併桿		
高雄市	梓官區	典寶里	Q0330GB77	水泥桿		
高雄市	湖內區	忠興里	P9669AD27	水泥桿		
高雄市	湖內區	湖東里	Q0261FC94	水泥桿		
高雄市	楠梓區	仁昌里	Q0832CC50	水泥桿		
高雄市	楠梓區	惠民里	Q1354FB85	水泥桿		
高雄市	楠梓區	稔田里	Q1137GA49	水泥桿		
高雄市	路竹區	三爺里	Q0654EA93	水泥桿		
高雄市	路竹區	下坑里	Q0861CD23	水泥併桿		
高雄市	路竹區	北嶺里	Q0549CD63	水泥桿		
高雄市	路竹區	北嶺里	Q0550CC63	水泥桿		
高雄市	路竹區	甲北里	Q0561FD10	水泥桿		
高雄市	路竹區	甲北里	Q0661CD47	水泥桿		
高雄市	路竹區	甲北里	Q0661CE68	水泥桿		
高雄市	路竹區	甲南里	Q0660DA75	水泥桿		
高雄市	路竹區	社東里	Q0657GA52	水泥併桿		
高雄市	路竹區	新達里	Q0055GB20	水泥桿		
高雄市	路竹區	鴨寮里	Q0456HA51	水泥桿		
高雄市	路竹區	鴨寮里	Q0754CB25	水泥桿		
高雄市	橋頭區	芋寮里	Q0736AD51	水泥桿		
高雄市	橋頭區	芋寮里	Q0736AD51	水泥桿		
高雄市	燕巢區	尖山里	Q1648BA30	水泥桿		
高雄市	燕巢區	東燕里	Q1843AA17	水泥併桿		
高雄市	永安區	保寧里	Q0153AB06	水泥併桿		
高雄市	永安區	維新里	Q0246BA13	水泥併桿		
高雄市	岡山區	壽峰里	Q0745CD79	水泥桿		
高雄市	湖內區	湖東里	Q0261FC64	水泥桿		
高雄市	路竹區	北嶺里	Q0549CD45	水泥併桿		
高雄市	路竹區	北嶺里	Q0550CC54	水泥桿		
高雄市	路竹區	甲北里	Q0561FD13	水泥桿		
高雄市	路竹區	甲南里	Q0660DA96	水泥桿		
高雄市	路竹區	竹園里	Q0867BA91	水泥併桿		
高雄市	路竹區	社東里	Q0657GA74	水泥桿		
高雄市	橋頭區	芋寮里	Q0736AD42	水泥併桿		
高雄市	橋頭區	芋寮里	Q0736AD42	水泥併桿		
高雄市	燕巢區	尖山里	Q1647BE08	水泥桿		
高雄市	路竹區	北嶺里	Q0550CC33	水泥桿		
高雄市	路竹區	北嶺里	Q0550CB39	水泥併桿		
高雄市	岡山區	壽峰里	Q0745DE01	水泥併桿		
高雄市	路竹區	竹園里	Q0867BA95	水泥桿		
高雄市	路竹區	社東里	Q0657GA88	水泥桿		
高雄市	橋頭區	芋寮里	Q0736AD13	水泥併桿		
高雄市	橋頭區	芋寮里	Q0736AD13	水泥併桿		
高雄市	岡山區	竹圍里	Q1049AB25	水泥桿		
高雄市	梓官區	典寶里	Q0332GA10	木併桿		
高雄市	路竹區	社東里	Q0657HB12	水泥桿		
高雄市	梓官區	典寶里	Q0332GA25	水泥桿		
高雄市	梓官區	典寶里	Q0332GA66	水泥桿		
高雄市	三民區	本元里	Q1527BA77	水泥桿		
高雄市	仁武區	大灣里	Q1453FB30	水泥併桿		
高雄市	仁武區	高楠里	Q1250FE07	水泥桿		
高雄市	永安區	新港里	P9750CD51	水泥桿		
高雄市	永安區	維新里	Q0345HA32	水泥桿		
高雄市	田寮區	南安里	Q1856HB64	水泥併桿		
高雄市	阿蓮區	崗山里	Q1558BA85	水泥桿		
高雄市	茄萣區	光定里	P9465DC72	水泥桿		
高雄市	茄萣區	保定里	P9466DA43	水泥桿		
高雄市	茄萣區	嘉賜里	P9368FB20	水泥桿		
高雄市	梓官區	梓平里	Q0435EA54	水泥桿		
高雄市	湖內區	文賢里	P9769FB62	水泥桿		
高雄市	湖內區	忠興里	P9570GB64	水泥桿		
高雄市	湖內區	忠興里	P9570HA17	水泥併桿		
高雄市	湖內區	逸賢里	P9768FD38	水泥桿		
高雄市	路竹區	三爺里	Q0654BB61	水泥併桿		
高雄市	路竹區	甲北里	Q0561EC93	水泥桿		
高雄市	路竹區	甲南里	Q0660DA36	水泥桿		
高雄市	路竹區	社東里	Q0756BC76	水泥桿		
高雄市	路竹區	頂寮里	P9857GE23	水泥桿		
高雄市	路竹區	頂寮里	P9956ED16	水泥桿		
高雄市	橋頭區	筆秀里	Q1141AE07	水泥桿		
高雄市	仁武區	大灣里	Q1453EB92	水泥桿		
高雄市	仁武區	高楠里	Q1250FE05	水泥桿		
高雄市	茄萣區	光定里	P9465EC03	水泥桿		
高雄市	茄萣區	保定里	P9466DA12	水泥桿		
高雄市	路竹區	甲南里	Q0660DB01	水泥桿		
高雄市	路竹區	社西里	Q0460BB83	水泥桿		
高雄市	路竹區	頂寮里	P9956ED24	水泥桿		
高雄市	路竹區	甲南里	Q0660CB94	水泥併桿		
高雄市	路竹區	社西里	Q0460CB23	水泥併桿		
高雄市	岡山區	本洲里	Q0445ED37	水泥併桿		
高雄市	岡山區	本洲里	Q0445ED33	水泥桿		
高雄市	彌陀區	漯底里	Q0236DE22	水泥桿		
高雄市	彌陀區	漯底里	Q0236DE63	水泥桿		
高雄市	三民區	鼎西里	Q1129HE86	水泥桿		
高雄市	大社區	大社里	Q1630BD86	水泥桿		
高雄市	永安區	維新里	Q0249EC38	水泥桿		
高雄市	梓官區	大舍里	Q0433CB68	水泥桿		
高雄市	梓官區	大舍里	Q0433EB65	水泥桿		
高雄市	梓官區	大舍里	Q0434CB18	水泥桿		
高雄市	梓官區	同安里	Q0433GA99	水泥桿		
高雄市	梓官區	典寶里	Q0331GB88	水泥桿		
高雄市	梓官區	茄苳里	Q0331FA32	水泥併桿		
高雄市	梓官區	梓平里	Q0335FB74	水泥桿		
高雄市	梓官區	梓平里	Q0434BE93	水泥桿		
高雄市	梓官區	禮蚵里	Q0229FE00	水泥桿		
高雄市	梓官區	禮蚵里	Q0330AA37	水泥桿		
高雄市	湖內區	海山里	Q0064BE86	木桿		
高雄市	楠梓區	藍田里	Q0737FA70	水泥桿		
高雄市	路竹區	三爺里	Q0652DA45	水泥桿		
高雄市	路竹區	竹滬里	Q0157AE03	水泥桿		
高雄市	鼓山區	桃源里	Q0310AC37	水泥桿		
高雄市	鼓山區	桃源里	Q0310BD67	水泥桿		
高雄市	橋頭區	中崎里	Q1165FB33	水泥桿		
高雄市	橋頭區	仕和里	Q0935CD99	水泥桿		
高雄市	橋頭區	白樹里	Q0938DA63	水泥併桿		
高雄市	橋頭區	白樹里	Q1037GE89	水泥桿		
高雄市	大社區	大社里	Q1731HA05	水泥桿		
高雄市	梓官區	大舍里	Q0433EB61	水泥桿		
高雄市	梓官區	梓平里	Q0335FB37	水泥併桿		
高雄市	梓官區	梓信里	Q0437EE98	水泥桿		
高雄市	楠梓區	藍田里	Q0737EA66	水泥桿		
高雄市	楠梓區	藍田里	Q0737FA40	水泥併桿		
高雄市	鼓山區	桃源里	Q0310AC28	水泥桿		
高雄市	永安區	維新里	Q0244ED78	水泥桿		
高雄市	楠梓區	藍田里	Q0737EA25	水泥桿		
高雄市	永安區	維新里	Q0244ED86	水泥桿		
高雄市	三民區	寶泰里	Q1411CB13	水泥併桿		
高雄市	大社區	中里里	Q1727CB43	水泥桿		
高雄市	大社區	中里里	Q1826BD02	木桿		
高雄市	大社區	保安里	Q1832EB76	水泥桿		
高雄市	大社區	神農里	Q1829BC15	水泥桿		
高雄市	大社區	神農里	Q1830GA30	水泥桿		
高雄市	左營區	菜公里	Q1033CE27	水泥併桿		
高雄市	永安區	永華里	P9946DD89	水泥桿		
高雄市	永安區	保寧里	Q0052FD39	水泥桿		
高雄市	永安區	保寧里	Q0052GD91	水泥桿		
高雄市	永安區	保寧里	Q0151DC59	水泥併桿		
高雄市	永安區	保寧里	Q0152CA01	水泥桿		
高雄市	永安區	新港里	P9654GC33	水泥併桿		
高雄市	永安區	新港里	P9749CD78	水泥併桿		
高雄市	永安區	維新里	Q0245BA77	水泥桿		
高雄市	永安區	維新里	Q0245DA89	木桿		
高雄市	永安區	維新里	Q0247BD22	水泥併桿		
高雄市	永安區	維新里	Q0345DE23	水泥桿		
高雄市	田寮區	三和里	Q1959CB32	水泥桿		
高雄市	田寮區	西德里	Q1963AA35	水泥併桿		
高雄市	田寮區	新興里	Q1851AD74	水泥併桿		
高雄市	岡山區	台上里	Q0848AE87	水泥桿		
高雄市	岡山區	本洲里	Q0347EC33	水泥桿		
高雄市	岡山區	本洲里	Q0349GE52	水泥桿		
高雄市	岡山區	本洲里	Q0444DE38	水泥桿		
高雄市	岡山區	協和里	Q0543GA16	水泥桿		
高雄市	岡山區	信義里	Q0842CE30	水泥併桿		
高雄市	岡山區	壽天里	Q0759DC29	水泥桿		
高雄市	岡山區	壽天里	Q0859CD90	水泥桿		
高雄市	岡山區	碧紅里	Q0945CD57	水泥桿		
高雄市	岡山區	福興里	Q0440GB41	水泥桿		
高雄市	岡山區	灣裡里	Q0647GB97	水泥桿		
高雄市	阿蓮區	阿蓮里	Q1364EA43	水泥併桿		
高雄市	阿蓮區	峰山里	Q1460CB22	水泥桿		
高雄市	阿蓮區	峰山里	Q1461ED40	水泥桿		
高雄市	阿蓮區	峰山里	Q1462EE84	水泥併桿		
高雄市	阿蓮區	峰山里	Q1661BD97	水泥桿		
高雄市	茄萣區	福德里	P9570AE76	水泥桿		
高雄市	梓官區	同安里	Q0434GA18	水泥桿		
高雄市	梓官區	赤崁里	Q0232EC15	水泥桿		
高雄市	梓官區	典寶里	Q0330GE41	水泥桿		
高雄市	梓官區	梓和里	Q0435GE19	水泥桿		
高雄市	梓官區	梓義里	Q0436FC57	水泥桿		
高雄市	梓官區	智蚵里	Q0229GD33	水泥桿		
高雄市	湖內區	海山里	P9966CA98	水泥桿		
高雄市	湖內區	湖內里	Q0060EC40	水泥桿		
高雄市	湖內區	湖內里	Q0061AA80	水泥桿		
高雄市	湖內區	逸賢里	P9768GA62	水泥桿		
高雄市	湖內區	葉厝里	P9868GE89	水泥併桿		
高雄市	湖內區	劉家里	P9863FB76	水泥桿		
高雄市	楠梓區	仁昌里	Q0832CC52	水泥桿		
高雄市	楠梓區	金田里	Q1344EB90	水泥併桿		
高雄市	楠梓區	惠民里	Q1154HB39	水泥桿		
高雄市	楠梓區	藍田里	Q0836AC72	水泥桿		
高雄市	路竹區	三爺里	Q0553HE56	水泥桿		
高雄市	路竹區	文南里	Q0256GE47	水泥桿		
高雄市	路竹區	甲北里	Q0561DD95	水泥桿		
高雄市	路竹區	甲北里	Q0562EB11	水泥桿		
高雄市	路竹區	甲北里	Q0563EA66	水泥桿		
高雄市	路竹區	甲北里	Q0660CE14	水泥桿		
高雄市	路竹區	甲北里	Q0661FB55	水泥桿		
高雄市	路竹區	甲北里	Q0662BE90	水泥桿		
高雄市	路竹區	甲南里	Q0461EC95	水泥桿		
高雄市	路竹區	甲南里	Q0560HB28	水泥併桿		
高雄市	路竹區	竹園里	Q0863FD99	水泥併桿		
高雄市	路竹區	竹園里	Q0866CA24	水泥桿		
高雄市	路竹區	竹園里	Q0866GD93	水泥桿		
高雄市	路竹區	竹滬里	Q0059DE53	水泥桿		
高雄市	路竹區	竹滬里	Q0060BB43	水泥併桿		
高雄市	路竹區	竹滬里	Q0156ED11	水泥桿		
高雄市	路竹區	社西里	Q0459DD53	水泥桿		
高雄市	路竹區	社西里	Q0459HE44	水泥桿		
高雄市	路竹區	社西里	Q0460EB70	水泥桿		
高雄市	路竹區	社東里	Q0559FE45	水泥併桿		
高雄市	路竹區	社東里	Q0658BA54	水泥桿		
高雄市	路竹區	社東里	Q0658HE44	水泥桿		
高雄市	路竹區	社東里	Q0757CE15	水泥桿		
高雄市	路竹區	社南里	Q0457GE18	水泥併桿		
高雄市	路竹區	社南里	Q0557CD67	水泥桿		
高雄市	路竹區	後鄉里	Q0153FE98	水泥桿		
高雄市	路竹區	後鄉里	Q0153HE00	水泥併桿		
高雄市	路竹區	後鄉里	Q0154HB01	水泥桿		
高雄市	路竹區	頂寮里	P9956EC77	水泥桿		
高雄市	路竹區	頂寮里	P9958ED70	水泥桿		
高雄市	路竹區	鴨寮里	Q0556AB42	水泥桿		
高雄市	鼓山區	桃源里	Q0211HC71	水泥桿		
高雄市	橋頭區	中崎里	Q1164EE98	水泥桿		
高雄市	橋頭區	仕隆里	Q1063DA35	水泥桿		
高雄市	橋頭區	新莊里	Q0832HB28	水泥桿		
高雄市	橋頭區	德松里	Q1066AC22	水泥桿		
高雄市	燕巢區	尖山里	Q1749HE54	水泥桿		
高雄市	燕巢區	尖山里	Q1848DD23	水泥併桿		
高雄市	燕巢區	尖山里	Q1947HB89	水泥桿		
高雄市	燕巢區	西燕里	Q1445EE73	水泥桿		
高雄市	彌陀區	漯底里	Q0137GD87	水泥桿		
高雄市	彌陀區	彌仁里	Q0240AE64	水泥桿		
高雄市	彌陀區	彌陀里	Q0239ED16	水泥桿		
高雄市	彌陀區	彌陀里	Q0338BE18	水泥併桿		
高雄市	彌陀區	彌壽里	Q0240CD05	水泥桿		
高雄市	路竹區	甲南里	Q0461EC98	水泥桿		
高雄市	路竹區	竹滬里	Q0059DE60	水泥桿		
高雄市	路竹區	竹滬里	Q0059DD88	水泥併桿		
高雄市	湖內區	逸賢里	P9768EE13	水泥桿		
高雄市	左營區	菜公里	Q1033CE49	水泥併桿		
高雄市	永安區	永華里	P9946EE10	水泥桿		
高雄市	永安區	保寧里	Q0052GD71	水泥桿		
高雄市	永安區	維新里	Q0247BC19	水泥桿		
高雄市	田寮區	三和里	Q1959CB91	水泥併桿		
高雄市	岡山區	本洲里	Q0445DA30	水泥桿		
高雄市	岡山區	協和里	Q0645DB01	水泥併桿		
高雄市	岡山區	福興里	Q0440GA09	水泥桿		
高雄市	阿蓮區	峰山里	Q1460CB32	水泥桿		
高雄市	阿蓮區	峰山里	Q1461EC78	水泥桿		
高雄市	阿蓮區	峰山里	Q1661CD28	水泥桿		
高雄市	茄萣區	福德里	P9570AE72	水泥桿		
高雄市	梓官區	赤崁里	Q0232EC10	水泥桿		
高雄市	湖內區	海山里	P9966CB92	水泥桿		
高雄市	湖內區	湖內里	Q0060BE07	水泥併桿		
高雄市	湖內區	逸賢里	P9768GA96	水泥桿		
高雄市	路竹區	三爺里	Q0553HE16	水泥併桿		
高雄市	路竹區	文北里	Q0257GE51	水泥併桿		
高雄市	路竹區	文北里	Q0257GE90	水泥桿		
高雄市	路竹區	文南里	Q0256GE09	水泥併桿		
高雄市	路竹區	甲北里	Q0561DD91	水泥桿		
高雄市	路竹區	甲北里	Q0661FB24	水泥桿		
高雄市	路竹區	甲北里	Q0662CE10	水泥併桿		
高雄市	路竹區	甲南里	Q0461FC43	水泥桿		
高雄市	路竹區	甲南里	Q0560HB68	水泥併桿		
高雄市	路竹區	竹園里	Q0863FD95	水泥桿		
高雄市	路竹區	竹園里	Q0866CA33	水泥併桿		
高雄市	路竹區	竹滬里	Q0059DE74	水泥桿		
高雄市	路竹區	竹滬里	Q0060AB82	水泥桿		
高雄市	路竹區	竹滬里	Q0156EC35	水泥桿		
高雄市	路竹區	社西里	Q0459HE40	水泥桿		
高雄市	路竹區	社西里	Q0460FB00	水泥桿		
高雄市	路竹區	社東里	Q0658BA13	水泥桿		
高雄市	路竹區	社東里	Q0658HE80	水泥桿		
高雄市	路竹區	社東里	Q0757CE56	水泥桿		
高雄市	路竹區	後鄉里	Q0153GE06	水泥桿		
高雄市	路竹區	後鄉里	Q0153GE64	水泥併桿		
高雄市	路竹區	頂寮里	P9960DB35	水泥併桿		
高雄市	路竹區	新達里	P9956GC84	水泥桿		
高雄市	橋頭區	德松里	Q1066AC25	水泥桿		
高雄市	彌陀區	彌陀里	Q0239ED45	水泥桿		
高雄市	彌陀區	彌壽里	Q0240CD08	水泥桿		
高雄市	田寮區	三和里	Q1959DA08	水泥併桿		
高雄市	岡山區	福興里	Q0440FA68	水泥桿		
高雄市	阿蓮區	峰山里	Q1461EC97	水泥桿		
高雄市	阿蓮區	峰山里	Q1661CD25	水泥併桿		
高雄市	湖內區	湖內里	Q0060AE85	水泥併桿		
高雄市	湖內區	逸賢里	P9768GA78	水泥併桿		
高雄市	路竹區	甲北里	Q0561DC97	水泥併桿		
高雄市	路竹區	甲北里	Q0662CE40	水泥桿		
高雄市	路竹區	竹園里	Q0863FD81	水泥桿		
高雄市	路竹區	竹滬里	Q0059EE05	水泥桿		
高雄市	路竹區	竹滬里	Q0156EC43	水泥桿		
高雄市	路竹區	社東里	Q0757DE07	水泥桿		
