縣市	行政區	村里	圖號坐標	型式		
新北市	三峽區	竹崙里	B5509FB16	水泥桿		
新北市	三峽區	竹崙里	B5509EB22	木桿		
新北市	三峽區	竹崙里	B5509FB64	水泥桿		
新北市	三峽區	竹崙里	B5509FB80	水泥桿		
新北市	三峽區	竹崙里	B5608BE02	水泥桿		
新北市	三峽區	竹崙里	B5509GA05	水泥桿		
新北市	三峽區	竹崙里	B5509FA92	水泥桿		
新北市	三峽區	竹崙里	B5508GE29	水泥桿		
新北市	三峽區	竹崙里	B5508GE57	水泥併桿		
新北市	三峽區	竹崙里	B5509GA62	水泥桿		
新北市	三峽區	竹崙里	B5508GE75	水泥桿		
新北市	三峽區	竹崙里	B5508HE05	水泥併桿		
新北市	三峽區	竹崙里	B5508HE35	水泥桿		
新北市	三峽區	竹崙里	B5508HE76	水泥桿		
新北市	三峽區	竹崙里	B5508HE98	水泥桿		
新北市	三峽區	竹崙里	B5608AE28	水泥桿		
新北市	三峽區	竹崙里	B5608AE1779	水泥併桿		
新北市	三峽區	竹崙里	B5608AE55	水泥桿		
新北市	三峽區	竹崙里	B5608AE64	水泥桿		
新北市	三峽區	竹崙里	B5509GB04	鋼桿		
新北市	三峽區	竹崙里	B5509GB21	水泥桿		
新北市	三峽區	竹崙里	B5509HB12	鋼桿		
新北市	三峽區	竹崙里	B5509HB92	木桿		
新北市	三峽區	竹崙里	B5509DE89	水泥桿		
新北市	三峽區	竹崙里	B5609AB62	水泥桿		
新北市	三峽區	竹崙里	B5609BB59	水泥桿		
新北市	三峽區	竹崙里	B5609CB19	水泥桿		
新北市	三峽區	竹崙里	B5609CC23	水泥桿		
新北市	三峽區	竹崙里	B5609CC32	水泥桿		
新北市	三峽區	竹崙里	B5609CC54	水泥桿		
新北市	三峽區	竹崙里	B5609CC84	水泥桿		
新北市	三峽區	竹崙里	B5609DC23	水泥桿		
新北市	三峽區	竹崙里	B5609DC26	水泥桿		
新北市	三峽區	竹崙里	B5609DC29	水泥併桿		
新北市	三峽區	竹崙里	B5609DD00	水泥桿		
新北市	三峽區	竹崙里	B5609DD13	水泥桿		
新北市	三峽區	竹崙里	B5609CC04	水泥桿		
新北市	三峽區	竹崙里	B5609BC93	水泥桿		
新北市	三峽區	竹崙里	B5609BC76	水泥桿		
新北市	三峽區	竹崙里	B5609BC84	水泥桿		
新北市	三峽區	竹崙里	B5609BC69	水泥桿		
新北市	三峽區	竹崙里	B5609BD51	水泥桿		
新北市	三峽區	竹崙里	B5609BD41	水泥桿		
新北市	三峽區	竹崙里	B5609BD33	水泥桿		
新北市	三峽區	竹崙里	B5609CD15	水泥桿		
新北市	三峽區	竹崙里	B5609BD16	水泥桿		
新北市	三峽區	竹崙里	B5609BD56	水泥併桿		
新北市	三峽區	竹崙里	B5609BD76	水泥併桿		
新北市	三峽區	竹崙里	B5609AC20	水泥桿		
新北市	三峽區	竹崙里	B5509HC91	水泥桿		
新北市	三峽區	竹崙里	B5509HC66	水泥桿		
新北市	三峽區	竹崙里	B5509HC96	水泥桿		
新北市	三峽區	竹崙里	B5609AC26	水泥桿		
新北市	三峽區	竹崙里	B5609AC39	水泥桿		
新北市	三峽區	竹崙里	B5609AC56	水泥桿		
新北市	三峽區	竹崙里	B5609AC92	水泥桿		
新北市	三峽區	竹崙里	B5609AB64	水泥桿		
新北市	三峽區	竹崙里	B5609AB47	水泥桿		
新北市	三峽區	竹崙里	B5609BB16	水泥桿		
新北市	三峽區	竹崙里	B5609BB56	水泥桿		
新北市	三峽區	竹崙里	B5609CB04	水泥桿		
新北市	三峽區	竹崙里	B5609CB64	水泥桿		
新北市	三峽區	竹崙里	B5609CB86	水泥桿		
新北市	三峽區	竹崙里	B5609CB56	水泥桿		
新北市	三峽區	竹崙里	B5609DB36	水泥桿		
新北市	三峽區	竹崙里	B5609DB28	水泥桿		
新北市	三峽區	竹崙里	B5609DB23	水泥桿		
新北市	三峽區	竹崙里	B5609CB81	水泥桿		
新北市	三峽區	竹崙里	B5609CA40	水泥桿		
新北市	三峽區	竹崙里	B5609CA23	水泥桿		
新北市	三峽區	竹崙里	B5609BA94	水泥桿		
新北市	三峽區	竹崙里	B5609BA84	水泥桿		
新北市	三峽區	竹崙里	B5609BA63	水泥併桿		
新北市	三峽區	竹崙里	B5609BA64	水泥桿		
新北市	三峽區	竹崙里	B5608BE59	水泥桿		
新北市	三峽區	竹崙里	B5609BA40	水泥桿		
新北市	三峽區	竹崙里	B5609CB40	水泥桿		
新北市	三峽區	竹崙里	B5609CB00	水泥桿		
新北市	三峽區	竹崙里	B5609BB62	水泥桿		
新北市	三峽區	竹崙里	B5609BB22	水泥桿		
新北市	三峽區	竹崙里	B5609BA79	水泥桿		
新北市	三峽區	竹崙里	B5609CA16	水泥桿		
新北市	三峽區	竹崙里	B5609CA42	水泥桿		
新北市	三峽區	竹崙里	B5609CA72	水泥桿		
新北市	三峽區	竹崙里	B5609DB64	水泥桿		
新北市	三峽區	竹崙里	B5609EB16	水泥桿		
新北市	三峽區	竹崙里	B5609EB66	木桿		
新北市	三峽區	竹崙里	B5510DA81	水泥桿		
新北市	三峽區	竹崙里	B5509DE85	水泥桿		
新北市	三峽區	竹崙里	B5609FB47	水泥桿		
新北市	三峽區	竹崙里	B5609FB58	水泥桿		
新北市	三峽區	竹崙里	B5609FB68	水泥桿		
新北市	三峽區	竹崙里	B5609FB85	水泥桿		
新北市	三峽區	竹崙里	B5609GB13	水泥桿		
新北市	三峽區	竹崙里	B5609GB41	水泥桿		
新北市	三峽區	竹崙里	B5609GB71	水泥桿		
新北市	三峽區	竹崙里	B5609GA79	水泥桿		
新北市	三峽區	竹崙里	B5609GA65	水泥桿		
新北市	三峽區	竹崙里	B5609GA33	水泥桿		
新北市	三峽區	竹崙里	B5609GA11	水泥桿		
新北市	三峽區	竹崙里	B5608FE89	水泥桿		
新北市	三峽區	竹崙里	B5608FE88	水泥桿		
新北市	三峽區	竹崙里	B5609GB45	水泥桿		
新北市	三峽區	竹崙里	B5609FB98	水泥桿		
新北市	三峽區	竹崙里	B5609GB29	水泥桿		
新北市	三峽區	竹崙里	B5609GC01	水泥桿		
新北市	三峽區	竹崙里	B5609FC55	水泥桿		
新北市	三峽區	竹崙里	B5609FC19	水泥桿		
新北市	三峽區	竹崙里	B5609FC07	水泥桿		
新北市	三峽區	竹崙里	B5609FC15	水泥桿		
新北市	三峽區	竹崙里	B5609FC58	水泥桿		
新北市	三峽區	竹崙里	B5609ED91	水泥桿		
新北市	三峽區	竹崙里	B5609FD04	水泥桿		
新北市	三峽區	竹崙里	B5609FD16	水泥桿		
新北市	三峽區	竹崙里	B5609ED86	水泥桿		
新北市	三峽區	竹崙里	B5609ED46	水泥桿		
新北市	三峽區	竹崙里	B5609DD97	水泥桿		
新北市	三峽區	竹崙里	B5609DE51	水泥桿		
新北市	三峽區	竹崙里	B5609DE53	水泥桿		
新北市	三峽區	竹崙里	B5509DE61	水泥桿		
新北市	三峽區	竹崙里	B5609GC23	水泥桿		
新北市	三峽區	竹崙里	B5609GC72	水泥桿		
新北市	三峽區	竹崙里	B5609GC81	水泥桿		
新北市	三峽區	竹崙里	B5609HC10	水泥桿		
新北市	三峽區	竹崙里	B5609GC44	水泥桿		
新北市	三峽區	竹崙里	B5609GC39	水泥桿		
新北市	三峽區	竹崙里	B5609GD60	水泥桿		
新北市	三峽區	竹崙里	B5609HD00	水泥桿		
新北市	三峽區	竹崙里	B5609HD70	水泥桿		
新北市	三峽區	竹崙里	B5609HD80	水泥桿		
新北市	三峽區	竹崙里	B5709AD10	水泥桿		
新北市	三峽區	竹崙里	B5609GD42	水泥桿		
新北市	三峽區	竹崙里	B5609GD65	水泥併桿		
新北市	三峽區	竹崙里	B5609GD58	水泥桿		
新北市	三峽區	竹崙里	B5609GE61	水泥桿		
新北市	三峽區	竹崙里	B5609GE53	水泥桿		
新北市	三峽區	竹崙里	B5609GE66	水泥桿		
新北市	三峽區	竹崙里	B5609HE02	水泥桿		
新北市	三峽區	竹崙里	B5609HE23	水泥桿		
新北市	三峽區	竹崙里	B5609HE34	水泥桿		
新北市	三峽區	竹崙里	B5609HE63	水泥桿		
新北市	三峽區	竹崙里	B5609HE81	水泥桿		
新北市	三峽區	竹崙里	B5709AE11	水泥桿		
新北市	三峽區	竹崙里	B5709AE12	水泥桿		
新北市	三峽區	竹崙里	B5709AE41	水泥桿		
新北市	三峽區	竹崙里	B5709AE75	水泥桿		
新北市	三峽區	竹崙里	B5709AE46	水泥桿		
新北市	三峽區	竹崙里	B5509DD67	水泥桿		
新北市	三峽區	竹崙里	B5609HE04	水泥桿		
新北市	三峽區	竹崙里	B5609GE86	水泥桿		
新北市	三峽區	竹崙里	B5610GA72	水泥桿		
新北市	三峽區	竹崙里	B5609GE29	水泥桿		
新北市	三峽區	竹崙里	B5609GE26	水泥桿		
新北市	三峽區	竹崙里	B5609FE96	水泥桿		
新北市	三峽區	竹崙里	B5609GE18	水泥桿		
新北市	三峽區	竹崙里	B5610GA33	水泥桿		
新北市	三峽區	竹崙里	B5610FA91	水泥桿		
新北市	三峽區	竹崙里	B5610FA90	水泥桿		
新北市	三峽區	竹崙里	B5609FE79	水泥桿		
新北市	三峽區	竹崙里	B5610FA83	水泥桿		
新北市	三峽區	竹崙里	B5610FA96	水泥桿		
新北市	三峽區	竹崙里	B5610GA38	水泥併桿		
新北市	三峽區	竹崙里	B5610GA29	水泥桿		
新北市	三峽區	竹崙里	B5610GA55	水泥桿		
新北市	三峽區	竹崙里	B5610GB94	水泥桿		
新北市	三峽區	竹崙里	B5509DD33	水泥桿		
新北市	三峽區	竹崙里	B5610HA44	水泥桿		
新北市	三峽區	竹崙里	B5710AA04	水泥桿		
新北市	三峽區	竹崙里	B5710AA06	水泥桿		
新北市	三峽區	竹崙里	B5710AA64	水泥桿		
新北市	三峽區	竹崙里	B5710BA35	水泥桿		
新北市	三峽區	竹崙里	B5710BA15	水泥桿		
新北市	三峽區	竹崙里	B5710BA72	水泥桿		
新北市	三峽區	安坑里	B5709CE18	水泥桿		
新北市	三峽區	安坑里	B5709CE44	水泥桿		
新北市	三峽區	安坑里	B5709CD69	水泥桿		
新北市	三峽區	安坑里	B5709CD76	水泥桿		
新北市	三峽區	安坑里	B5709CD55	水泥桿		
新北市	三峽區	安坑里	B5709DD22	水泥桿		
新北市	三峽區	竹崙里	B5509DC29	水泥桿		
新北市	三峽區	安坑里	B5709DC39	水泥桿		
新北市	三峽區	安坑里	B5709DC35	水泥桿		
新北市	三峽區	竹崙里	B5709DB49	水泥桿		
新北市	三峽區	竹崙里	B5709DB54	水泥桿		
新北市	三峽區	竹崙里	B5509DC36	水泥桿		
新北市	三峽區	竹崙里	B5509DC25	水泥桿		
新北市	三峽區	竹崙里	B5509DC30	水泥桿		
新北市	三峽區	竹崙里	B5509DB39	水泥桿		
新北市	三峽區	竹崙里	B5509DC76	水泥桿		
新北市	五股區	興珍里	B5748DB04	水泥桿		
新北市	鶯歌區	二橋里	B4018HB96	水泥桿		
新北市	鶯歌區	二橋里	B4117AE92	水泥桿		
新北市	鶯歌區	二橋里	B4117BD18	水泥桿		
新北市	鶯歌區	二橋里	B4117BD08	水泥桿		
新北市	鶯歌區	二橋里	B4117BD34	水泥桿		
新北市	鶯歌區	二橋里	B4117BD33	水泥桿		
新北市	鶯歌區	二橋里	B4117BD40	水泥桿		
新北市	鶯歌區	二橋里	B4117BC76	水泥桿		
新北市	鶯歌區	二橋里	B4117BC56	水泥桿		
新北市	鶯歌區	二橋里	B4017GB83	水泥桿		
新北市	鶯歌區	二橋里	B4017GB91	水泥桿		
新北市	鶯歌區	二橋里	B4017HA18	水泥桿		
新北市	鶯歌區	二橋里	B4017HA34	水泥桿		
新北市	鶯歌區	二橋里	B4017HA52	水泥桿		
新北市	鶯歌區	二橋里	B4017HA31	水泥桿		
新北市	鶯歌區	二橋里	B4017HA20	水泥桿		
新北市	鶯歌區	二橋里	B4016HE19	水泥桿		
新北市	鶯歌區	二橋里	B4017HA73	水泥桿		
新北市	鶯歌區	二橋里	B4017HA80	水泥桿		
新北市	鶯歌區	二橋里	B4016HE66	水泥桿		
新北市	鶯歌區	二橋里	B4116AE16	水泥桿		
新北市	鶯歌區	二橋里	B4116AE45	水泥桿		
新北市	鶯歌區	二橋里	B4116AE72	水泥桿		
新北市	鶯歌區	二橋里	B4116BD18	水泥併桿		
新北市	鶯歌區	二橋里	B4116AE62	水泥桿		
新北市	鶯歌區	二橋里	B4116BE00	水泥桿		
新北市	鶯歌區	二橋里	B4116BE30	水泥桿		
新北市	鶯歌區	二橋里	B4116BD37	水泥併桿		
新北市	鶯歌區	二橋里	B4116BD56	水泥併桿		
新北市	鶯歌區	二橋里	B4116BE05	水泥桿		
新北市	鶯歌區	二橋里	B4117BC14	水泥桿		
新北市	鶯歌區	二橋里	B4116BE38	水泥桿		
新北市	鶯歌區	二橋里	B4117AC93	水泥併桿		
新北市	鶯歌區	二橋里	B4117AC62	水泥桿		
新北市	鶯歌區	二橋里	B4117AC52	水泥桿		
新北市	鶯歌區	二橋里	B4117AC57	水泥桿		
新北市	鶯歌區	二橋里	B4117AC58	水泥桿		
新北市	鶯歌區	二橋里	B4117AB79	水泥併桿		
新北市	鶯歌區	二橋里	B4117AC10	水泥桿		
新北市	鶯歌區	二橋里	B4017HB99	水泥桿		
新北市	鶯歌區	二橋里	B4117AB06	水泥桿		
新北市	鶯歌區	二橋里	B4117AB15	水泥桿		
新北市	鶯歌區	二橋里	B4117AB33	水泥併桿		
新北市	鶯歌區	二橋里	B4117AB21	水泥桿		
新北市	鶯歌區	二橋里	B4017HA89	水泥桿		
新北市	鶯歌區	二橋里	B4017HA79	水泥桿		
新北市	鶯歌區	二橋里	B4017HC71	水泥桿		
新北市	鶯歌區	二橋里	B4017HC76	水泥桿		
新北市	鶯歌區	二橋里	B4017HB5885	水泥桿		
新北市	鶯歌區	二橋里	B4017HB17	水泥桿		
新北市	鶯歌區	二橋里	B4017HC10	水泥桿		
新北市	鶯歌區	二橋里	B4017HC12	水泥桿		
新北市	鶯歌區	二橋里	B4017HB24	水泥桿		
新北市	鶯歌區	二橋里	B4017HB05	水泥桿		
新北市	鶯歌區	二橋里	B4017GB67	水泥桿		
新北市	鶯歌區	二橋里	B4017GB76	水泥桿		
新北市	鶯歌區	二橋里	B4117CC04	水泥併桿		
新北市	鶯歌區	二橋里	B4117CC12	水泥併桿		
新北市	鶯歌區	二橋里	B4117CB28	水泥桿		
新北市	鶯歌區	二橋里	B4117BC97	水泥桿		
新北市	鶯歌區	二橋里	B4117CC08	水泥併桿		
新北市	鶯歌區	二橋里	B4117CC47	水泥桿		
新北市	鶯歌區	二甲里	B4117CC75	水泥桿		
新北市	鶯歌區	二橋里	B4018HB86	水泥併桿		
新北市	鶯歌區	二橋里	B4018HB95	水泥桿		
新北市	鶯歌區	二甲里	B4117CC94	水泥桿		
新北市	鶯歌區	二甲里	B4117DC13	水泥桿		
新北市	鶯歌區	二甲里	B4117DC32	水泥桿		
新北市	鶯歌區	二甲里	B4117DC21	水泥桿		
新北市	鶯歌區	二甲里	B4117DC30	水泥桿		
新北市	鶯歌區	二甲里	B4117DC20	水泥桿		
新北市	鶯歌區	二甲里	B4117CB88	水泥桿		
新北市	鶯歌區	二甲里	B4117CB89	水泥桿		
新北市	鶯歌區	二甲里	B4117CB78	水泥桿		
新北市	鶯歌區	二甲里	B4117CB45	水泥桿		
新北市	鶯歌區	二甲里	B4117CB34	水泥桿		
新北市	鶯歌區	二甲里	B4117CB62	水泥併桿		
新北市	鶯歌區	二甲里	B4116FC25	水泥桿		
新北市	鶯歌區	二甲里	B4116FC33	水泥桿		
新北市	鶯歌區	二甲里	B4116FC44	水泥桿		
新北市	鶯歌區	二甲里	B4117CA89	水泥桿		
新北市	鶯歌區	二甲里	B4117DA07	水泥併桿		
新北市	鶯歌區	二甲里	B4117DA14	水泥桿		
新北市	鶯歌區	二甲里	B4117DA50	水泥桿		
新北市	鶯歌區	二甲里	B4116DE18	水泥桿		
新北市	鶯歌區	二甲里	B4117DA33	水泥桿		
新北市	鶯歌區	二甲里	B4116DE49	水泥桿		
新北市	鶯歌區	二甲里	B4116CE85	水泥桿		
新北市	鶯歌區	二甲里	B4116CE74	水泥桿		
新北市	鶯歌區	二甲里	B4116DE86	水泥桿		
新北市	鶯歌區	二甲里	B4116EE21	水泥併桿		
新北市	鶯歌區	二甲里	B4116ED57	水泥桿		
新北市	鶯歌區	二甲里	B4116ED74	水泥併桿		
新北市	鶯歌區	二甲里	B4116ED82	水泥桿		
新北市	鶯歌區	二甲里	B4116ED91	水泥桿		
新北市	鶯歌區	二甲里	B4116FC18	水泥桿		
新北市	鶯歌區	二甲里	B4117CB13	水泥桿		
新北市	鶯歌區	二甲里	B4117CB03	水泥桿		
新北市	鶯歌區	二甲里	B4117DC44	水泥桿		
新北市	鶯歌區	二甲里	B4117DC56	水泥桿		
新北市	鶯歌區	二甲里	B4117DC37	水泥桿		
新北市	鶯歌區	二甲里	B4117DD30	水泥桿		
新北市	鶯歌區	二甲里	B4117DC53	水泥桿		
新北市	鶯歌區	二甲里	B4117DC52	水泥桿		
新北市	鶯歌區	二甲里	B4117EA38	水泥桿		
新北市	鶯歌區	二甲里	B4117EA47	水泥桿		
新北市	鶯歌區	二甲里	B4117EA64	水泥桿		
新北市	鶯歌區	二甲里	B4117EA72	水泥桿		
新北市	鶯歌區	二甲里	B4117EA90	水泥桿		
新北市	鶯歌區	二甲里	B4116EE99	水泥桿		
新北市	鶯歌區	二甲里	B4116FE24	水泥桿		
新北市	鶯歌區	二甲里	B4116FE32	水泥桿		
新北市	鶯歌區	二甲里	B4116FE30	水泥桿		
新北市	鶯歌區	二甲里	B4116FD58	水泥桿		
新北市	鶯歌區	二甲里	B4117DC91	水泥桿		
新北市	鶯歌區	二甲里	B4117DC61	水泥桿		
新北市	鶯歌區	二甲里	B4117DB78	水泥桿		
新北市	鶯歌區	二甲里	B4117DB86	水泥桿		
新北市	鶯歌區	二甲里	B4117DB95	水泥桿		
新北市	鶯歌區	二甲里	B4117DB63	水泥桿		
新北市	鶯歌區	二甲里	B4117DB85	水泥桿		
新北市	鶯歌區	二甲里	B4117DB94	水泥桿		
新北市	鶯歌區	二甲里	B4117EB04	水泥桿		
新北市	鶯歌區	二甲里	B4117EB12	水泥桿		
新北市	鶯歌區	二甲里	B4117EB11	水泥桿		
新北市	鶯歌區	二甲里	B4117EB20	水泥桿		
新北市	鶯歌區	二甲里	B4117DC75	水泥桿		
新北市	鶯歌區	二甲里	B4117DC85	水泥桿		
新北市	鶯歌區	二甲里	B4117DC88	水泥桿		
新北市	鶯歌區	二甲里	B4117DD82	水泥桿		
新北市	鶯歌區	二甲里	B4117ED03	水泥併桿		
新北市	鶯歌區	二甲里	B4117DD96	水泥併桿		
新北市	鶯歌區	二甲里	B4117DC96	水泥桿		
新北市	鶯歌區	二甲里	B4117EC1619	水泥桿		
新北市	鶯歌區	二甲里	B4117EC1622	水泥桿		
新北市	鶯歌區	二甲里	B4117EC24	水泥桿		
新北市	鶯歌區	二甲里	B4117EC42	水泥桿		
新北市	鶯歌區	二甲里	B4117EC50	水泥桿		
新北市	鶯歌區	二甲里	B4117EC07	水泥併桿		
新北市	鶯歌區	二甲里	B4117EC2724	水泥桿		
新北市	鶯歌區	二橋里	B4118AB02	水泥桿		
新北市	鶯歌區	二甲里	B4117EC2798	水泥桿		
新北市	鶯歌區	二甲里	B4117ED10	水泥桿		
新北市	鶯歌區	二甲里	B4117EC69	水泥桿		
新北市	鶯歌區	二甲里	B4117ED60	水泥桿		
新北市	鶯歌區	二甲里	B4117ED52	水泥桿		
新北市	鶯歌區	二甲里	B4117ED35	水泥桿		
新北市	鶯歌區	二甲里	B4117ED81	水泥桿		
新北市	鶯歌區	二甲里	B4117ED9234	水泥桿		
新北市	鶯歌區	二甲里	B4117ED9256	水泥桿		
新北市	鶯歌區	二甲里	B4117ED77	水泥桿		
新北市	鶯歌區	二甲里	B4117ED78	水泥桿		
新北市	鶯歌區	二甲里	B4117EE60	水泥桿		
新北市	鶯歌區	二甲里	B4117FE01	H桿		
新北市	鶯歌區	二甲里	B4117EE63	水泥桿		
新北市	鶯歌區	二甲里	B4117EE64	水泥桿		
新北市	鶯歌區	二甲里	B4117EE23	水泥桿		
新北市	鶯歌區	二甲里	B4117EE55	水泥桿		
新北市	鶯歌區	二甲里	B4117EE46	水泥併桿		
新北市	鶯歌區	二甲里	B4117EE37	水泥桿		
新北市	鶯歌區	二甲里	B4117EE18	水泥併桿		
新北市	鶯歌區	二甲里	B4117FD02	水泥桿		
新北市	鶯歌區	二甲里	B4117FD44	水泥桿		
新北市	鶯歌區	二甲里	B4117FD54	水泥桿		
新北市	鶯歌區	二甲里	B4117FD47	水泥桿		
新北市	鶯歌區	二甲里	B4117FD48	水泥併桿		
新北市	鶯歌區	二甲里	B4117FE81	水泥桿		
新北市	鶯歌區	二甲里	B4117GE23	水泥併桿		
新北市	鶯歌區	二甲里	B4117GE14	水泥桿		
新北市	鶯歌區	二甲里	B4117GE07	水泥桿		
新北市	鶯歌區	二甲里	B4117FE86	水泥桿		
新北市	鶯歌區	二甲里	B4117FE44	水泥桿		
新北市	鶯歌區	二甲里	B4117FE46	水泥桿		
新北市	鶯歌區	二甲里	B4117FE77	水泥併桿		
新北市	鶯歌區	二甲里	B4117FE08	水泥桿		
新北市	鶯歌區	二甲里	B4117GD05	水泥桿		
新北市	鶯歌區	二甲里	B4117GD0505	水泥桿		
新北市	鶯歌區	二橋里	B4118AB0203	水泥桿		
新北市	鶯歌區	二橋里	B4118AA2884	水泥桿		
