縣市	行政區	村里	圖號坐標	型式
臺南市	六甲區	七甲里	N1537FB80	水泥桿
臺南市	六甲區	七甲里	N1537FA87	水泥桿
臺南市	官田區	湖山里	N1537GA27	水泥桿
臺南市	官田區	湖山里	N1537GA46	水泥桿
臺南市	官田區	湖山里	N1537GA83	水泥桿
臺南市	官田區	湖山里	N1537HA10	水泥桿
臺南市	官田區	湖山里	N1536HE57	水泥桿
臺南市	官田區	湖山里	N1536HE84	水泥桿
臺南市	六甲區	七甲里	N1537FA67	水泥桿
臺南市	六甲區	七甲里	N1537FA27	水泥桿
臺南市	六甲區	七甲里	N1537FA06	水泥桿
臺南市	六甲區	七甲里	N1537EA65	水泥桿
臺南市	六甲區	七甲里	N1537EA24	水泥桿
臺南市	六甲區	七甲里	N1537DA72	水泥桿
臺南市	六甲區	七甲里	N1537DA41	水泥桿
臺南市	六甲區	七甲里	N1537EA67	水泥桿
臺南市	六甲區	七甲里	N1537EA58	水泥桿
臺南市	六甲區	七甲里	N1537EA5800	水泥桿
臺南市	六甲區	七甲里	N1537EA09	水泥桿
臺南市	六甲區	七甲里	N1537DB61	水泥桿
臺南市	六甲區	七甲里	N1537DB12	水泥桿
臺南市	六甲區	七甲里	N1537CB64	水泥桿
臺南市	六甲區	七甲里	N1537CB25	水泥桿
臺南市	六甲區	七甲里	N1537FA85	水泥桿
臺南市	六甲區	甲南里	N1538HE19	水泥桿
臺南市	六甲區	七甲里	N1537FA81	水泥桿
臺南市	官田區	湖山里	N1536FE98	水泥桿
臺南市	六甲區	七甲里	N1536FE94	水泥桿
臺南市	六甲區	七甲里	N1536GE10	水泥桿
臺南市	六甲區	七甲里	N1536GD37	水泥桿
臺南市	六甲區	七甲里	N1536GD44	水泥桿
臺南市	六甲區	七甲里	N1536GD42	水泥桿
臺南市	官田區	湖山里	N1536GC57	水泥桿
臺南市	官田區	湖山里	N1536GC63	水泥桿
臺南市	官田區	湖山里	N1536GB89	水泥桿
臺南市	六甲區	甲南里	N1538GE95	水泥桿
臺南市	六甲區	甲南里	N1538HE24	水泥桿
臺南市	六甲區	甲南里	N1538GE82	水泥桿
臺南市	六甲區	甲南里	N1538GD79	水泥桿
臺南市	六甲區	甲南里	N1538GD77	水泥桿
臺南市	六甲區	甲南里	N1538GD96	水泥桿
臺南市	六甲區	六甲里	N1538GD48	水泥桿
臺南市	六甲區	甲南里	N1538GD55	水泥桿
臺南市	六甲區	甲南里	N1538GD31	水泥桿
臺南市	六甲區	甲南里	N1538GD61	水泥桿
臺南市	六甲區	六甲里	N1538GD22	水泥桿
臺南市	六甲區	龍湖里	N1538GC39	水泥併桿
臺南市	六甲區	龍湖里	N1538GC28	水泥桿
臺南市	六甲區	龍湖里	N1538FD90	水泥桿
臺南市	六甲區	龍湖里	N1538FD71	水泥桿
臺南市	六甲區	龍湖里	N1538FD53	水泥桿
臺南市	六甲區	龍湖里	N1538GC13	水泥桿
臺南市	六甲區	龍湖里	N1538GC03	水泥桿
臺南市	北門區	玉港里	M8848HD73	水泥桿
臺南市	北門區	玉港里	M8949BA29	水泥桿
臺南市	北門區	玉港里	M8949BB33	水泥桿
臺南市	北門區	玉港里	M8949BB55	水泥桿
臺南市	北門區	玉港里	M8949BB78	水泥桿
臺南市	北門區	玉港里	M8949BC80	水泥桿
臺南市	北門區	玉港里	M8949CC04	水泥桿
臺南市	北門區	玉港里	M8949CC17	水泥桿
臺南市	北門區	玉港里	M8949CD33	水泥桿
臺南市	北門區	玉港里	M8949CD34	水泥桿
臺南市	北門區	玉港里	M8949CD53	水泥桿
臺南市	北門區	玉港里	M8949CD81	水泥桿
臺南市	北門區	玉港里	M8949DD13	水泥桿
臺南市	北門區	玉港里	M8949DD35	水泥桿
臺南市	北門區	玉港里	M8949DC18	水泥桿
臺南市	北門區	玉港里	M8949DC24	水泥桿
臺南市	北門區	玉港里	M8949CD48	水泥桿
臺南市	北門區	玉港里	M8949CE40	水泥桿
臺南市	北門區	玉港里	M8949CE62	水泥桿
臺南市	北門區	玉港里	M8848HD85	水泥桿
臺南市	北門區	玉港里	M8949CE76	水泥桿
臺南市	北門區	玉港里	M8949CE96	水泥桿
臺南市	北門區	玉港里	M8949CE45	水泥桿
臺南市	北門區	玉港里	M8949CE25	水泥桿
臺南市	北門區	玉港里	M8949BE85	水泥桿
臺南市	北門區	玉港里	M8949BE64	水泥桿
臺南市	北門區	玉港里	M8949BE24	水泥桿
臺南市	北門區	玉港里	M8949AE93	水泥桿
臺南市	北門區	玉港里	M8949AE53	水泥桿
臺南市	北門區	玉港里	M8949AE32	水泥桿
臺南市	北門區	玉港里	M8949AE02	水泥桿
臺南市	北門區	玉港里	M8949DE17	水泥桿
臺南市	北門區	保吉里	M8949DE29	水泥桿
臺南市	北門區	保吉里	M8950BC27	水泥桿
臺南市	北門區	保吉里	M8950BD00	水泥桿
臺南市	北門區	保吉里	M8950AD74	水泥桿
臺南市	北門區	保吉里	M8950AD57	水泥桿
臺南市	北門區	保吉里	M8950AE30	水泥桿
臺南市	北門區	保吉里	M8950AE12	水泥桿
臺南市	北門區	保吉里	M8850HE86	水泥桿
臺南市	北門區	保吉里	M8851HA50	水泥桿
臺南市	北門區	保吉里	M8851HA24	水泥桿
臺南市	北門區	保吉里	M8851HA08	水泥桿
臺南市	北門區	保吉里	M8950DA01	水泥桿
臺南市	北門區	保吉里	M8851GB81	水泥桿
臺南市	北門區	保吉里	M8851GB65	水泥桿
臺南市	北門區	保吉里	M8851GB49	水泥桿
臺南市	北門區	保吉里	M8851GC23	水泥桿
臺南市	北門區	保吉里	M8851FC96	水泥桿
臺南市	北門區	保吉里	M8851FC89	水泥桿
臺南市	北門區	保吉里	M8851FD82	水泥桿
臺南市	北門區	保吉里	M8851FD76	水泥桿
臺南市	北門區	保吉里	M8851FE71	水泥桿
臺南市	北門區	保吉里	M8851FE65	水泥桿
臺南市	北門區	保吉里	M8950CA83	水泥桿
臺南市	北門區	保吉里	M8851FE55	水泥桿
臺南市	北門區	保吉里	M8851FE15	水泥桿
臺南市	北門區	保吉里	M8851EE65	水泥桿
臺南市	北門區	保吉里	M8851EE27	水泥桿
臺南市	北門區	保吉里	M8851DE99	水泥桿
臺南市	北門區	保吉里	M8852DA90	水泥桿
臺南市	北門區	保吉里	M8950CA74	水泥桿
臺南市	北門區	保吉里	M8950CB60	水泥桿
臺南市	北門區	保吉里	M8950FC36	水泥桿
臺南市	北門區	保吉里	M8950FC47	水泥桿
臺南市	北門區	保吉里	M8950FC83	水泥桿
臺南市	北門區	保吉里	M8950GB29	水泥桿
臺南市	北門區	保吉里	M8950CB91	水泥桿
臺南市	北門區	保吉里	M8950DB35	水泥桿
臺南市	北門區	保吉里	M8950DB57	水泥桿
臺南市	北門區	保吉里	M8950DC80	水泥桿
臺南市	北門區	保吉里	M8950EC23	水泥桿
臺南市	北門區	保吉里	M8950EC44	水泥桿
臺南市	北門區	保吉里	M8950EC71	水泥桿
臺南市	北門區	保吉里	M8950FC03	水泥桿
臺南市	北門區	保吉里	M8950CA39	水泥桿
臺南市	北門區	保吉里	M8950CB13	水泥桿
臺南市	北門區	保吉里	M8950BB87	水泥桿
臺南市	北門區	保吉里	M8950BC60	水泥桿
臺南市	北門區	保吉里	M8950BC34	水泥桿
臺南市	北門區	保吉里	M8950BC67	水泥桿
臺南市	北門區	保吉里	M8951DA55	水泥桿
臺南市	北門區	保吉里	M8951DA18	水泥桿
臺南市	北門區	保吉里	M8951CB70	水泥桿
臺南市	北門區	保吉里	M8951CB42	水泥桿
臺南市	北門區	保吉里	M8951CB04	水泥桿
臺南市	北門區	保吉里	M8951BB66	水泥桿
臺南市	北門區	保吉里	M8951BC30	水泥桿
臺南市	北門區	保吉里	M8951BC03	水泥桿
臺南市	北門區	保吉里	M8951AC76	水泥桿
臺南市	北門區	保吉里	M8951AC49	水泥桿
臺南市	北門區	保吉里	M8950BD90	水泥桿
臺南市	北門區	保吉里	M8951AD22	水泥桿
臺南市	北門區	保吉里	M8851HD95	水泥桿
臺南市	北門區	保吉里	M8950CD23	水泥桿
臺南市	北門區	保吉里	M8950CD56	水泥桿
臺南市	北門區	保吉里	M8950CD89	水泥桿
臺南市	北門區	保吉里	M8950DE12	水泥桿
臺南市	北門區	保吉里	M8950DE45	水泥桿
臺南市	北門區	保吉里	M8950DE89	水泥桿
臺南市	北門區	保吉里	M8951DA92	水泥桿
臺南市	北門區	玉港里	M8949DE67	水泥桿
臺南市	北門區	玉港里	M8949EE08	水泥桿
臺南市	北門區	玉港里	M8949EE49	水泥桿
臺南市	北門區	玉港里	M8949EE89	水泥併桿
臺南市	北門區	玉港里	M8949FE27	水泥桿
臺南市	北門區	玉港里	M8949FE34	水泥桿
臺南市	北門區	玉港里	M8949FE41	水泥併桿
臺南市	北門區	玉港里	M8949FD88	水泥併桿
臺南市	北門區	玉港里	M8848HD99	水泥桿
臺南市	北門區	玉港里	M8949GD17	水泥桿
臺南市	北門區	玉港里	M8949GD38	水泥桿
臺南市	北門區	玉港里	M8949GE41	水泥桿
臺南市	北門區	玉港里	M8949GE45	水泥桿
臺南市	北門區	玉港里	M8949GD45	水泥桿
臺南市	北門區	玉港里	M8949GD73	水泥桿
臺南市	北門區	玉港里	M8949GD50	水泥桿
臺南市	北門區	玉港里	M8949GC37	水泥桿
臺南市	北門區	玉港里	M8949GC24	水泥桿
臺南市	北門區	玉港里	M8949GC41	水泥桿
臺南市	北門區	玉港里	M8948AE12	水泥桿
臺南市	北門區	玉港里	M8949GC70	水泥桿
臺南市	北門區	玉港里	M8949HB18	水泥桿
臺南市	北門區	玉港里	M8949HB68	水泥桿
臺南市	北門區	玉港里	M9049AB08	水泥桿
臺南市	北門區	玉港里	M9049AB48	水泥桿
臺南市	北門區	玉港里	M9049AB88	水泥桿
臺南市	北門區	玉港里	M9049BB18	水泥桿
臺南市	北門區	玉港里	M9049BB37	水泥桿
臺南市	北門區	玉港里	M9049BB67	水泥桿
臺南市	北門區	玉港里	M9049BB94	水泥桿
臺南市	北門區	玉港里	M9049CB34	水泥桿
臺南市	北門區	玉港里	M9049CB31	水泥桿
臺南市	北門區	玉港里	M8948AE34	水泥桿
臺南市	北門區	玉港里	M9049CA47	水泥桿
臺南市	北門區	玉港里	M9049CA44	水泥桿
臺南市	北門區	玉港里	M9048CE59	水泥桿
臺南市	北門區	玉港里	M9048CE67	水泥桿
臺南市	北門區	玉港里	M8948AE58	水泥桿
臺南市	北門區	玉港里	M8949AA71	水泥桿
臺南市	北門區	玉港里	M8949AA83	水泥桿
臺南市	北門區	玉港里	M8949BA17	水泥桿
臺南市	六甲區	二甲里	N1438FD54	水泥桿
臺南市	六甲區	二甲里	N1439GB33	水泥桿
臺南市	六甲區	二甲里	N1439GB56	水泥桿
臺南市	六甲區	二甲里	N1439GB68	水泥桿
臺南市	六甲區	二甲里	N1439GC61	水泥桿
臺南市	六甲區	二甲里	N1439GC51	水泥桿
臺南市	六甲區	二甲里	N1439GC74	水泥桿
臺南市	六甲區	二甲里	N1439GC86	水泥桿
臺南市	六甲區	二甲里	N1439GC99	水泥桿
臺南市	六甲區	二甲里	N1439HD03	水泥桿
臺南市	六甲區	二甲里	N1439GD42	水泥桿
臺南市	六甲區	二甲里	N1440FA08	水泥桿
臺南市	六甲區	二甲里	N1440EA79	水泥桿
臺南市	六甲區	二甲里	N1440EA49	水泥桿
臺南市	六甲區	二甲里	N1440EB01	水泥桿
臺南市	六甲區	中社里	N1440DB52	水泥桿
臺南市	六甲區	中社里	N1440DB32	水泥桿
臺南市	六甲區	中社里	N1440DB03	水泥桿
臺南市	六甲區	中社里	N1440CB54	水泥桿
臺南市	六甲區	中社里	N1440CB15	水泥桿
臺南市	六甲區	中社里	N1440BB57	水泥桿
臺南市	六甲區	二甲里	N1439GD13	水泥桿
臺南市	六甲區	二甲里	N1439FD54	水泥桿
臺南市	六甲區	二甲里	N1439FD06	水泥桿
臺南市	六甲區	二甲里	N1439ED57	水泥桿
臺南市	六甲區	中社里	N1439ED18	水泥桿
臺南市	六甲區	中社里	N1439AE76	水泥桿
臺南市	六甲區	中社里	N1439AE28	水泥桿
臺南市	六甲區	中社里	N1339HE88	水泥桿
臺南市	六甲區	中社里	N1340HA40	水泥桿
臺南市	六甲區	中社里	N1439DD89	水泥桿
臺南市	六甲區	中社里	N1439DD68	水泥桿
臺南市	六甲區	中社里	N1439AD66	水泥桿
臺南市	六甲區	中社里	N1439AD17	水泥桿
臺南市	六甲區	中社里	N1339HD88	水泥桿
臺南市	六甲區	中社里	N1439DD55	水泥桿
臺南市	六甲區	中社里	N1439DD41	水泥桿
臺南市	六甲區	中社里	N1439DD20	水泥桿
臺南市	六甲區	中社里	N1439CD81	水泥桿
臺南市	六甲區	中社里	N1439CD42	水泥桿
臺南市	六甲區	中社里	N1439CD03	水泥桿
臺南市	六甲區	中社里	N1439BD54	水泥桿
臺南市	六甲區	中社里	N1439BD15	水泥桿
臺南市	六甲區	中社里	N1439DE20	水泥桿
臺南市	六甲區	中社里	N1439CE81	水泥桿
臺南市	六甲區	中社里	N1439CE32	水泥桿
臺南市	六甲區	中社里	N1439CE23	水泥桿
臺南市	六甲區	中社里	N1439BE84	水泥桿
臺南市	六甲區	中社里	N1439BE45	水泥桿
臺南市	六甲區	中社里	N1439BE15	水泥桿
臺南市	六甲區	二甲里	N1439ED58	水泥桿
臺南市	六甲區	二甲里	N1439EE64	水泥桿
臺南市	六甲區	二甲里	N1439EE78	水泥桿
臺南市	六甲區	二甲里	N1440EA81	水泥桿
臺南市	六甲區	二甲里	N1440EA84	水泥桿
臺南市	六甲區	二甲里	N1439HD14	水泥桿
臺南市	六甲區	二甲里	N1439HD13	水泥桿
臺南市	六甲區	二甲里	N1539BD98	水泥桿
臺南市	六甲區	二甲里	N1439HD43	水泥桿
臺南市	六甲區	二甲里	N1439HD72	水泥桿
臺南市	六甲區	二甲里	N1539AD01	水泥桿
臺南市	六甲區	二甲里	N1539AD41	水泥桿
臺南市	六甲區	二甲里	N1539BD00	水泥桿
臺南市	六甲區	二甲里	N1539BC59	水泥併桿
臺南市	六甲區	二甲里	N1539BD72	水泥桿
臺南市	六甲區	二甲里	N1539BD85	水泥桿
臺南市	六甲區	二甲里	N1439HD28	水泥桿
臺南市	六甲區	二甲里	N1439HE31	水泥桿
臺南市	六甲區	二甲里	N1439HE03	水泥桿
臺南市	六甲區	二甲里	N1439GE53	水泥桿
臺南市	六甲區	二甲里	N1439GE04	水泥桿
臺南市	六甲區	二甲里	N1439GE17	水泥桿
臺南市	六甲區	二甲里	N1439GE29	水泥桿
臺南市	六甲區	二甲里	N1439HE44	水泥桿
臺南市	六甲區	二甲里	N1439HE56	水泥併桿
臺南市	六甲區	二甲里	N1438FD57	水泥桿
臺南市	六甲區	二甲里	N1438FE50	水泥桿
臺南市	六甲區	二甲里	N1440HA71	水泥桿
臺南市	六甲區	二甲里	N1440HA61	水泥桿
臺南市	六甲區	二甲里	N1440HA43	水泥桿
臺南市	六甲區	二甲里	N1440HA05	水泥桿
臺南市	六甲區	二甲里	N1440GA76	水泥桿
臺南市	六甲區	二甲里	N1440GA66	水泥桿
臺南市	六甲區	二甲里	N1440GA45	水泥桿
臺南市	六甲區	二甲里	N1440GA28	水泥桿
臺南市	六甲區	二甲里	N1440FB80	水泥桿
臺南市	六甲區	二甲里	N1539AE09	水泥桿
臺南市	六甲區	二甲里	N1539AE19	水泥桿
臺南市	六甲區	二甲里	N1440HA95	水泥桿
臺南市	六甲區	二甲里	N1440HA98	水泥桿
